DE1_FILIAL,C,2,0;DE1_CODLAY,C,6,0;DE1_CODREG,C,6,0;DE1_SEQUEN,C,3,0;DE1_TIPO,C,1,0;DE1_ALIAS,C,3,0;DE1_CAMPO,C,10,0;DE1_LAYTAM,N,3,0;DE1_LAYDEC,N,2,0;DE1_POSINI,C,3,0;DE1_POSFIM,C,3,0;DE1_OBSERV,C,80,0;DE1_REGRA,C,254,0;DE1_VALID,C,128,0;DE1_POSICI,C,1,0;DE1_POSORD,C,1,0;DE1_POSCHV,C,160,0
;A300A;R302;023;1;;CD_MUNIC;7;;290;297;CODIGO DO MUNICIPIO, COFORME CODIFICACAO DO IBGE.;cCodMun;;2;;
;A300A;R302;024;1;;;;;298;297;ACUMULA TOTALIZADORES DO REGISTRO 302;ACUMULAA309('302');;2;;
;A300A;R304;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REGISTRO EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R304');;2;;
;A300A;R304;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'304';;2;;
;A300A;R304;003;1;;CD_UNI;4;;012;015;CODIGO DA UNIMED;BA1->BA1_CODINT;;2;;
;A300A;R304;004;1;;RESERVADO;3;;016;018;CAMPO RESERVADO PARA O FUTURO;SPACE(3);;2;;
;A300A;R304;005;1;;ID_BENEF;13;;019;031;COD. DE ID. DO BEN. INC. O DIGITO VER. SENDO O COD. DA UNIMED COL. EM CP A PARTE;BA1->(BA1_CODEMP+BA1_MATRIC+BA1_TIPREG+BA1_DIGITO);;2;;
;A300A;R304;006;1;;RESERVADO;4;;032;035;RESERVADO;SPACE(4);;2;;
;A300A;R304;007;1;;CD_FAMI;6;;036;041;CODIGO DA FAMILIA DO BENEFICIARIO;BA1->BA1_MATRIC;;2;;
;A300A;R304;008;1;;NM_BENEF;25;;042;066;NOME DO BENEFICIARIO;SUBSTR((BA1->BA1_NOMUSR+SPACE(25)),1,25);;2;;
;A300A;R304;009;1;;CD_PLANO_D;6;;067;072;COD DO PLANO DESTINO DO BENEFICIARIO. DEPENDE DO TP_PRODUTO;BI3->BI3_CODIGO+SPACE(2);;2;;
;A300A;R304;010;1;;DT_NASC;8;;073;080;DATA DE NASCIMENTO DO BENEFICIARIO;DTOS(BA1->BA1_DATNAS);;2;;
;A300A;R304;011;1;;TP_SEXO;1;;081;081;SEXO DO BENEFICIARIO;IIF(BA1->BA1_SEXO=='1','M','F');;2;;
;A300A;R304;012;1;;CD_CGC_CPF;15;;082;096;COD DO CGC CPF OU CEI ( CAD ESP. INSS ) CONF O TP DE PESSOA CONT. TP_PESSOA_CON;IIF(VAL(BA1->BA1_CPFUSR)>0,STRZERO(VAL(BA1->BA1_CPFUSR),15),CCPFTIT);;2;;
;A300A;R304;013;1;;CD_RG;15;;097;111;CODIGO DO RG;SPACE(15);;2;;
;A300A;R304;014;1;;CD_UF_RG;2;;112;113;CODIGO DA UNIDADE FEDERATIVA DO RG;SPACE(2);;2;;
;A300A;R304;015;1;;CD_ECIVIL;1;;114;114;CODIGO DO ESTADO CIVIL;A100ESTCIV(BA1->BA1_ESTCIV);;2;;
;A300A;R304;016;1;;DT_INCL_UN;8;;115;122;DATA DE INCLUSAO NA UNIMED;DTOS(BA1->BA1_DATINC);;2;;
;A300A;R304;017;1;;DT_EXCL_UN;8;;123;130;DATA DE EXCLUSAO UNIMED;VEUSOPBLOQ(BA1->(BA1_CODINT+BA1_CODEMP+BA1_MATRIC),BA1->BA1_TIPREG,DDATFIN,TMP->DtBlOp);;2;;
;A300A;R304;018;1;;CD_DEPE;2;;131;132;CODIGO DA DEPENDENCIA DO BENEFICIARIO;A100CODDEP(BA1->BA1_TIPREG, BA1->BA1_GRAUPA);;2;;
;A300A;R304;019;1;;DT_REPASSE;8;;133;140;DATA DE REPASSE DO BEN. A UM LCAT OU PRODUTO ( PEA, SEGURO, ETC.. );CINCPRO;;2;;
;A300A;R304;020;1;;DT_BASE_CA;8;;141;148;DATA DE INICIO PARA CALCULO DE CARENCIAS;CINCPRO;;2;;
;A300A;R304;021;1;;DT_INCL_PL;8;;149;156;DATA DE INCLUSAO NO PLANO DESTINO ( INTERCAMBIO );DTOS(BA1->BA1_DATINC);;2;;
;A300A;R304;022;1;;DT_INCL_EM;8;;157;164;DATA DE INCLUSAO DA EMPRESA NA UNIMED;IIF(BG9->BG9_TIPO=='1',CDATINCTIT,A300DATINCEMP());;2;;
;A300A;R304;023;1;;VL_MENSALI;14;2;165;178;VALOR DA MENSALIDADE;STRZERO(((VEVLRMENS(BA1->BA1_CODINT, BA1->BA1_CODEMP, BA1->BA1_MATRIC, BA1->BA1_TIPREG, BA1->BA1_CONEMP, BA1->BA1_VERCON, BA1->BA1_SUBCON, BA1->BA1_VERSUB, SUBSTR(DTOS(DDATFIN),1,4),SUBSTR(DTOS(DDATFIN),5,2)))*100),14);;2;;
;A300A;R304;024;1;;CD_UNI_ANT;4;;179;182;CODIGO DA UNIMED ANTERIOR;IIF(VAL(SUBSTR(BA1->BA1_MATANT,1,4))>0,SUBSTR(BA1->BA1_MATANT,1,4),REPLICATE('0',4));;2;;
;A300A;R304;025;1;;ID_BENEF_A;13;;183;195;COD DE ID. DO BEN. INC O DIG VER. SENDO O COD DA UNIMED COL EM CMP A PARTE;IIF(VAL(SUBSTR(BA1->BA1_MATANT,5,13))>0,SUBSTR(BA1->BA1_MATANT,5,13),REPLICATE('0',13));;2;;
;A300A;R304;026;1;;ID_BENEF_T;13;;196;208;IDENTIFICACO DO TITULAR NA ORIGEM;CCODTIT;;2;;
;A300A;R304;027;1;;NM_COMPL_B;120;;209;328;NOME COMPLETO DO BENEFICIARIO;IIF(!LESTSC,SUBSTR((BA1->BA1_NOMUSR+SPACE(120)),1,120),SUBSTR((BA1->BA1_NOMUSR+SPACE(118)),1,118)+CANOBENEF);;2;;
;A300A;R304;028;1;;ID_FILHO;2;;329;330;IDENTIFICADOR DO FILHO;A300IDENTIFICADEP();;2;;
;A300A;R304;029;1;;CD_EMPR_OR;10;;331;340;Codigo da empresa na origem;STRZERO( VAL(BA1->BA1_CODEMP),10);;2;;
;A300A;R304;030;1;;TP_ACOMODA;2;;341;342;TIPO DE ACOMODACAO;cTipAco;;2;;
;A300A;R304;031;1;;CD_IDENT;30;;343;372;Carteira de Identidade;BTS->BTS_CDIDEN;;2;;
;A300A;R304;032;1;;ORGAO_EMIS;30;;373;402;Orgao Emissor da carteira;BTS->BTS_ORGEMI;;2;;
;A300A;R304;033;1;;CD_PAIS;3;;403;405;Codigo do pais emissor da carteira;STRZERO(VAL(BTS->BTS_CDPAIS),3);;2;;
;A300A;R304;034;1;;;;;406;405;ACUMULA TOTALIZADORES DO REGISTRO 309;ACUMULAA309('304');;2;;
;A300A;R306;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REG. EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R306');;2;;
;A300A;R306;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFS. BATCH;'306';;2;;
;A300A;R306;003;1;;DS_END_PRI;40;;012;051;DESCRICAO DO ENDERECO PRINCIPAL;cEndTit;;2;;
;A300A;R306;004;1;;DS_BAIRRO;30;;052;081;DESCRICAO DO BAIRRO;IIF(SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30)==SPACE(30),CBAITIT,SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30));;2;;
;A300A;R306;005;1;;NR_CEP;8;;082;089;NUMERO DO CEP;IIF(STRZERO(VAL(BA1->BA1_CEPUSR),8)==REPLICATE('0',8),CCEPTIT,STRZERO(VAL(BA1->BA1_CEPUSR),8));;2;;
;A300A;R306;006;1;;DS_CIDADE;30;;090;119;DESCRICAO DA CIDADE;IIF(SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30)==SPACE(30),CMUNTIT,SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30));;2;;
;A300A;R306;007;1;;CD_UF;2;;120;121;CODIGO DA UNIDADE FEDERATIVA;IIF(BA1->BA1_ESTADO==SPACE(2),CESTTIT,BA1->BA1_ESTADO);;2;;
;A300A;R306;008;1;;NR_DDD;4;;122;125;NUMERO DO DDD;REPLICATE('0',4);;2;;
;A300A;R306;009;1;;NR_FONE;8;;126;133;NUMERO DO TELEFONE;REPLICATE('0',8);;2;;
;A300A;R306;010;1;;NR_RAMAL;4;;134;137;NUMERO DO RAMAL;REPLICATE('0',4);;2;;
;A300A;R306;011;1;;;;;138;137;ACUMULA TOTALIZADORES REGISTRO 309;ACUMULAA309('306');;2;;
;A300A;R309;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REGISTRO EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R309');;2;;
;A300A;R309;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFS. BATCH;'309';;2;;
;A300A;R309;003;1;;QT_TOTR304;7;;012;018;QUANTIDADE TOTAL DE REGISTRO R304;STRZERO(NTOT304,7);;2;;
;A300A;R309;004;1;;QT_TOTR306;7;;019;025;QUANTIDADE TOTAL DE REGISTRO R306;STRZERO(NTOT306,7);;2;;
;A300A;R309;005;1;;QT_TOT_INC;7;;026;032;QUANTIDADE TOTAL DE INCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300A;R309;006;1;;QT_TOT_EXC;7;;033;039;QUANTIDADE TOTAL DE EXCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300A;R309;007;1;;QT_TOT_ALT;7;;040;046;QUANTIDADE TOTAL DE ALTERACOES DE BENEFICIARIOS;'0000000';;2;;
;A300A;R309;008;1;;QT_TOT_TPL;7;;047;053;QUANTIDADE TOTAL DE TRANSFERENCIAS DE PLANOS;'0000000';;2;;
;A300A;R309;009;1;;QT_TOTR302;7;;054;060;QUANTIDADE TOTAL DE REGISTRO R302;STRZERO(NTOT302,7);;2;;
;A300B;R301;001;1;;NR_SEQ;8;;001;008;NUMERO SEQ. DE UM REG. EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R301');;2;;
;A300B;R301;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'301';;2;;
;A300B;R301;003;1;;CD_UNI_DES;4;;012;015;CODIGO DA UNIMED DESTINO PARA ENVIO DE ARQUIVO;CUNIDES;;2;;
;A300B;R301;004;1;;CD_UNI_ORI;4;;016;019;CODIGO DA UNIMED ORIGEM DO ENVIO DE ARQUIVO;CUNIORI;;2;;
;A300B;R301;005;1;;DT_GERACAO;8;;020;027;DATA DE GERACAO DO ARQUIVO DE ENVIO;DTOS(DDATABASE);;2;;
;A300B;R301;006;1;;TP_MOV;1;;028;028;TIPO DE MOVIMENTACAO DE CADASTRO EM ARQUIVOS DE TRANSFERENCIA;CTIPENV;;2;;
;A300B;R301;007;1;;DT_MOV_INI;8;;029;036;DATA DO INICIO DO PERIODO DA MOVIMENTACAO DE CADASTRO;DTOS(DDATINI);;2;;
;A300B;R301;008;1;;DT_MOV_FIM;8;;037;044;DATA DE FIM DO PERIODO DA MOVIMENTACAO DE CADASTRO;DTOS(DDATFIN);;2;;
;A300B;R301;009;1;;TP_PRODUTO;2;;045;046;TIPO DO PRODUTO;CTIPSEG;;2;;
;A300B;R301;010;1;;NR_VER_TRA;2;;047;048;NUMERO DA VERSAO DA TRANSACAO;'10';;2;;
;A300B;R302;001;1;;NR_SEQ;8;;001;008;N?mero sequencial de um registro em um arquivo de transferOncia.;PTULN('R302');;2;;
;A300B;R302;002;1;;TP_REG;3;;009;011;Tipo de registro para os arquivos de troca de informatoes batch.;'302';;2;;
;A300B;R302;003;1;;RESERVADO;4;;012;015;RESERVADO;SPACE(4);;2;;
;A300B;R302;004;1;;CD_FILIAL;3;;016;018;C=digo da filial da empresa.;'000';;2;;
;A300B;R302;005;1;;NM_EMPR_CO;40;;019;058;Nome completo da Empresa (Razao Social);BG9->BG9_DESCRI;;2;;
;A300B;R302;006;1;;NM_EMPR_AB;18;;059;076;Nome da Empresa Abreviado.;BG9->BG9_NREDUZ;;2;;
;A300B;R302;007;1;;TP_PES_CON;1;;077;077;Tipo de Pessoa Contratante;Iif(BG9->BG9_TIPO=='1','2','1');;2;;
;A300B;R302;008;1;;CD_CGC_CPF;15;;078;092;C=digo do CGC, CPF ou CEI, conforme o TP_PESSOA_CON;Iif(BG9->BG9_TIPO=='1',STRZERO(VAL(BA1->BA1_CPFUSR),15),cCnpjPC);;2;;
;A300B;R302;009;1;;CD_INSC_ES;20;;093;112;C=digo da inscritao estadual.;cInsEstPC;;2;;
;A300B;R302;010;1;;DS_END_PRI;40;;113;152;Descritao do endereto principal.;cEndPriPC;;2;;
;A300B;R302;011;1;;DS_END_CPL;20;;153;172;Descritao complementar do endereto.;SPACE(20);;2;;
;A300B;R302;012;1;;DS_BAIRRO;30;;173;202;Descritao do bairro.;cBairroPC;;2;;
;A300B;R302;013;1;;NR_CEP;8;;203;210;N?mero do CEP.;cCepPC;;2;;
;A300B;R302;014;1;;DS_CIDADE;30;;211;240;Descritao da Cidade.;cCidadePC;;2;;
;A300B;R302;015;1;;CD_UF;2;;241;242;C=digo da Unidade Federativa.;cUfPC;;2;;
;A300B;R302;016;1;;NR_DDD;4;;243;246;N?mero do DDD.;cDddPC;;2;;
;A300B;R302;017;1;;NR_FONE;8;;247;254;N?mero do telefone.;cTelPC;;2;;
;A300B;R302;018;1;;NR_FAX;8;;255;262;N?mero do fac-sfmile.;cFaxPC;;2;;
;A300B;R302;019;1;;DT_INCL_UN;8;;263;270;Data de inclusao na Unimed.;DTOS(BA1->BA1_DATINC);;2;;
;A300B;R302;020;1;;DT_EXCL_UN;8;;271;278;Data de exclusao na Unimed.;cDatBlo;;2;;
;A300B;R302;021;1;;CD_EMPR_OR;10;;279;288;C¥digo da empresa na origem;STRZERO( VAL(BA1->BA1_CODEMP),10);;2;;
;A300B;R302;022;1;;TP_NATUREZ;1;;289;289;Natureza jurfdica da contratatao.;BI3->BI3_NATJCO;;2;;
;A300B;R302;023;1;;CD_MUNIC;7;;290;296;CODIGO DO MUNICIPIO, COFORME CODIFICACAO DO IBGE.;cCodMun;;2;;
;A300B;R302;024;1;;CONTADOR;;;0;0;CONTADOR DO REGISTRO R309;AcumulaA309('302');;2;;
;A300B;R304;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REGISTRO EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R304');;2;;
;A300B;R304;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACOES BATCH;'304';;2;;
;A300B;R304;003;1;;CD_UNI;4;;012;015;CODIGO DA UNIMED;BA1->BA1_CODINT;;2;;
;A300B;R304;004;1;;RESERVADO;3;;016;018;CAMPO RESERVADO PARA O FUTURO;SPACE(3);;2;;
;A300B;R304;005;1;;ID_BENEF;13;;019;031;COD. DE ID. DO BEN. INC. O DIGITO VER. SENDO O COD. DA UNIMED COL. EM CP A PARTE;BA1->(BA1_CODEMP+BA1_MATRIC+BA1_TIPREG+BA1_DIGITO);;2;;
;A300B;R304;006;1;;RESERVADO;4;;032;035;RESERVADO;SPACE(4);;2;;
;A300B;R304;007;1;;CD_FAMI;6;;036;041;CODIGO DA FAMILIA DO BENEFICIARIO;BA1->BA1_MATRIC;;2;;
;A300B;R304;008;1;;NM_BENEF;25;;042;066;NOME DO BENEFICIARIO;SUBSTR((BA1->BA1_NOMUSR+SPACE(25)),1,25);;2;;
;A300B;R304;009;1;;CD_PLANO_D;6;;067;072;COD DO PLANO DESTINO DO BENEFICIARIO. DEPENDE DO TP_PRODUTO;PADR(BT3->BT3_CODPTU,6);;2;;
;A300B;R304;010;1;;DT_NASC;8;;073;080;DATA DE NASCIMENTO DO BENEFICIARIO;DTOS(BA1->BA1_DATNAS);;2;;
;A300B;R304;011;1;;TP_SEXO;1;;081;081;SEXO DO BENEFICIARIO;IIF(BA1->BA1_SEXO=='1','M','F');;2;;
;A300B;R304;012;1;;CD_CGC_CPF;15;;082;096;COD DO CGC CPF OU CEI ( CAD ESP. INSS ) CONF O TP DE PESSOA CONT. TP_PESSOA_CON;IIF(VAL(BA1->BA1_CPFUSR)>0,STRZERO(VAL(BA1->BA1_CPFUSR),15),CCPFTIT);;2;;
;A300B;R304;013;1;;CD_RG;15;;097;111;CODIGO DO RG;SPACE(15);;2;;
;A300B;R304;014;1;;CD_UF_RG;2;;112;113;CODIGO DA UNIDADE FEDERATIVA DO RG;SPACE(2);;2;;
;A300B;R304;015;1;;CD_ECIVIL;1;;114;114;CODIGO DO ESTADO CIVIL;A100ESTCIV(BA1->BA1_ESTCIV);;2;;
;A300B;R304;016;1;;DT_INCL_UN;8;;115;122;DATA DE INCLUSAO NA UNIMED;DTOS(BA1->BA1_DATINC);;2;;
;A300B;R304;017;1;;DT_EXCL_UN;8;;123;130;DATA DE EXCLUSAO UNIMED;VEUSOPBLOQ(BA1->(BA1_CODINT+BA1_CODEMP+BA1_MATRIC),BA1->BA1_TIPREG,DDATFIN,TMP->DtBlOp);;2;;
;A300B;R304;018;1;;CD_DEPE;2;;131;132;CODIGO DA DEPENDENCIA DO BENEFICIARIO;A100CODDEP(BA1->BA1_TIPREG, BA1->BA1_GRAUPA);;2;;
;A300B;R304;019;1;;DT_REPASSE;8;;133;140;DATA DE REPASSE DO BEN. A UM LCAT OU PRODUTO ( PEA, SEGURO, ETC.. );CINCPRO;;2;;
;A300B;R304;020;1;;DT_BASE_CA;8;;141;148;DATA DE INICIO PARA CALCULO DE CARENCIAS;CINCPRO;;2;;
;A300B;R304;021;1;;DT_INCL_PL;8;;149;156;DATA DE INCLUSAO NO PLANO DESTINO ( INTERCAMBIO );DTOS(BA1->BA1_DATINC);;2;;
;A300B;R304;022;1;;DT_INCL_EM;8;;157;164;DATA DE INCLUSAO DA EMPRESA NA UNIMED;IIF(BG9->BG9_TIPO=='1',CDATINCTIT,A300DATINCEMP());;2;;
;A300B;R304;023;1;;VL_MENSALI;14;2;165;178;VALOR DA MENSALIDADE;STRZERO(((VEVLRMENS(BA1->BA1_CODINT, BA1->BA1_CODEMP, BA1->BA1_MATRIC, BA1->BA1_TIPREG, BA1->BA1_CONEMP, BA1->BA1_VERCON, BA1->BA1_SUBCON, BA1->BA1_VERSUB, SUBSTR(DTOS(DDATFIN),1,4),SUBSTR(DTOS(DDATFIN),5,2)))*100),14);;2;;
;A300B;R304;024;1;;CD_UNI_ANT;4;;179;182;CODIGO DA UNIMED ANTERIOR;IIF(VAL(SUBSTR(BA1->BA1_MATANT,1,4))>0 .AND. BA1->BA1_CODINT <> SUBSTR(BA1->BA1_MATANT,1,4),SUBSTR(BA1->BA1_MATANT,1,4),REPLICATE('0',4));;2;;
;A300B;R304;025;1;;ID_BENEF_A;13;;183;195;COD DE ID. DO BEN. INC O DIG VER. SENDO O COD DA UNIMED COL EM CMP A PARTE;IIF(VAL(SUBSTR(BA1->BA1_MATANT,5,13))>0 .AND. BA1->BA1_CODINT <> SUBSTR(BA1->BA1_MATANT,1,4),SUBSTR(BA1->BA1_MATANT,5,13),REPLICATE('0',13));;2;;
;A300B;R304;026;1;;ID_BENEF_T;13;;196;208;IDENTIFICACO DO TITULAR NA ORIGEM;CCODTIT;;2;;
;A300B;R304;027;1;;NM_COMPL_B;120;;209;328;NOME COMPLETO DO BENEFICIARIO;IIF(!LESTSC,SUBSTR((BA1->BA1_NOMUSR+SPACE(120)),1,120),SUBSTR((BA1->BA1_NOMUSR+SPACE(118)),1,118)+CANOBENEF);;2;;
;A300B;R304;028;1;;ID_FILHO;2;;329;330;IDENTIFICADOR DO FILHO;A300IDENTIFICADEP();;2;;
;A300B;R304;029;1;;CD_EMPR_OR;10;;331;340;Codigo da empresa na origem;STRZERO( VAL(BA1->BA1_CODEMP),10);;2;;
;A300B;R304;030;1;;TP_ACOMODA;2;;341;342;TIPO DE ACOMODACAO;cTipAco;;2;;
;A300B;R304;031;1;;CD_IDENT;30;;343;372;Carteira de Identidade;BTS->BTS_CDIDEN;;2;;
;A300B;R304;032;1;;ORGAO_EMIS;30;;373;402;Orgao Emissor da carteira;BTS->BTS_ORGEMI;;2;;
;A300B;R304;033;1;;CD_PAIS;3;;403;405;Codigo do pais emissor da carteira;STRZERO(VAL(BTS->BTS_CDPAIS),3);;2;;
;A300B;R304;034;1;;CARTAO_NAC;15;;406;420;Numero do Cartao Nacional de Saude do Beneficiario;SUBSTR((BTS->BTS_NRCRNA+SPACE(15)),1,15);;2;;
;A300B;R304;035;1;;CONTADOR;;;0;0;CONTADOR DE REGISTRO PARA O R309;AcumulaA309('304');;2;;
;A300B;R306;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REG. EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R306');;2;;
;A300B;R306;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFS. BATCH;'306';;2;;
;A300B;R306;003;1;;DS_END_PRI;40;;012;051;DESCRICAO DO ENDERECO PRINCIPAL;cEndTit;;2;;
;A300B;R306;004;1;;DS_BAIRRO;30;;052;081;DESCRICAO DO BAIRRO;IIF(SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30)==SPACE(30),CBAITIT,SUBSTR(BA1->BA1_BAIRRO + SPACE(30),1,30));;2;;
;A300B;R306;005;1;;NR_CEP;8;;082;089;NUMERO DO CEP;IIF(STRZERO(VAL(BA1->BA1_CEPUSR),8)==REPLICATE('0',8),CCEPTIT,STRZERO(VAL(BA1->BA1_CEPUSR),8));;2;;
;A300B;R306;006;1;;DS_CIDADE;30;;090;119;DESCRICAO DA CIDADE;IIF(SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30)==SPACE(30),CMUNTIT,SUBSTR(BA1->BA1_MUNICI + SPACE(30),1,30));;2;;
;A300B;R306;007;1;;CD_UF;2;;120;121;CODIGO DA UNIDADE FEDERATIVA;IIF(BA1->BA1_ESTADO==SPACE(2),CESTTIT,BA1->BA1_ESTADO);;2;;
;A300B;R306;008;1;;NR_DDD;4;;122;125;NUMERO DO DDD;REPLICATE('0',4);;2;;
;A300B;R306;009;1;;NR_FONE;8;;126;133;NUMERO DO TELEFONE;REPLICATE('0',8);;2;;
;A300B;R306;010;1;;NR_RAMAL;4;;134;137;NUMERO DO RAMAL;REPLICATE('0',4);;2;;
;A300B;R306;011;1;;CONTADOR;;;;0;CONTADOR;AcumulaA309('306');;2;;
;A300B;R309;001;1;;NR_SEQ;8;;001;008;NUM SEQ. DE UM REGISTRO EM UM ARQUIVO DE TRANSF. INICIALIZAR COM 1;PTULN('R309');;2;;
;A300B;R309;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFS. BATCH;'309';;2;;
;A300B;R309;003;1;;QT_TOTR304;7;;012;018;QUANTIDADE TOTAL DE REGISTRO R304;STRZERO(NTOT304,7);;2;;
;A300B;R309;004;1;;QT_TOTR306;7;;019;025;QUANTIDADE TOTAL DE REGISTRO R306;STRZERO(NTOT306,7);;2;;
;A300B;R309;005;1;;QT_TOT_INC;7;;026;032;QUANTIDADE TOTAL DE INCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300B;R309;006;1;;QT_TOT_EXC;7;;033;039;QUANTIDADE TOTAL DE EXCLUSOES DE BENEFICIARIOS;'0000000';;2;;
;A300B;R309;007;1;;QT_TOT_ALT;7;;040;046;QUANTIDADE TOTAL DE ALTERACOES DE BENEFICIARIOS;'0000000';;2;;
;A300B;R309;008;1;;QT_TOT_TPL;7;;047;053;QUANTIDADE TOTAL DE TRANSFERENCIAS DE PLANOS;'0000000';;2;;
;A300B;R309;009;1;;QT_TOTR302;7;;054;060;QUANTIDADE TOTAL DE REGISTRO R302;STRZERO(NTOT302,7);;2;;
;A300B;R309;010;1;;ZERATOTAL;;;0;0;ZERA TOTALIZADOR;ZeraTotal();;2;;
;A400;R401;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R401');;2;;
;A400;R401;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMAC®ES BATCH.;'401';;2;;
;A400;R401;003;1;;CD_UNI_DES;4;;012;015;CODIGO DA UNIMED DESTINO PARA ENVIO DE ARQUIVO.;STRZERO(VAL(CUNIDES),4);;2;;
;A400;R401;004;1;;CD_UNI_ORI;4;;016;019;CODIGO DA UNIMED ORIGEM DO ENVIO DE ARQUIVO.;STRZERO(VAL(CUNIORI),4);;2;;
;A400;R401;005;1;;DT_GERACAO;8;;020;027;DATA DE GERACSO DO ARQUIVO DE ENVIO.;DTOS(DDATABASE);;2;;
;A400;R401;006;1;;NR_VER_TRA;2;;028;029;NR_VER_TRA;'15';;2;;
;A400;R402;001;1;;NR_SEQ;8;;001;008;NUM SEQUENCIAL DE UM REGISTRO EM UM ARQUIVO DE TRANSFERENCIA. INICIALIZAR COM 1;PTULN('R402');;2;;
;A400;R402;002;1;;TP_REG;3;;009;011;TIPO DE REGISTRO PARA OS ARQUIVOS DE TROCA DE INFORMACßES BATCH.;'402';;2;;
;A400;R402;003;1;;TP_PREST;2;;012;013;TIPO DE PRESTADOR.;A400VETIPPRE();;2;;
;A400;R402;004;1;;CD_PREST;8;;014;021;CODIGO DO PRESTADOR.;STRZERO(VAL(BAU->BAU_CODIGO),8);;2;;
;A400;R402;005;1;;CD_CGC_CPF;15;;022;036;CGC OU CPF DO PRESTADOR.;STRZERO(VAL(BAU->BAU_CPFCGC),15);;2;;
;A400;R402;006;1;;CD_INSC_ES;20;;037;056;CODIGO DA INSCRICSO ESTADUAL.;STRZERO(VAL(BAU->BAU_INSCR),20);;2;;
;A400;R402;007;1;;NR_CRM;8;;057;064;NUMERO DO PRESTADOR NO CONSELHO REGIONAL DE MEDICINA.;SUBSTR(STRZERO(VAL(BAU->BAU_CONREG),10),3,8);;2;;
;A400;R402;008;1;;CD_UF_CRM;2;;065;066;CODIGO DA UNIDADE FEDERATIVA EMISSORA DO CRM.;BAU->BAU_ESTCR;;2;;
;A400;R402;009;1;;NM_PREST;40;;067;106;NOME DO PRESTADOR.;SUBSTR(BAU->BAU_NOME,1,40);;2;;
;A400;R402;010;1;;NM_FANTASI;40;;107;146;NOME FANTASIA DO PRESTADOR.;PadR(IIF(BAU->BAU_TIPPE == 'F',BAU->BAU_NREDUZ,BAU->BAU_NFANTA), 40);;2;;
;A400;R402;011;1;;TP_VINCULO;1;;147;147;IDENTIFICA O TIPO DE VINCULO DO PRESTADOR..;IIF(BAU->BAU_RECPRO == '1','2', IIF (BAU->BAU_COPCRE == '2','3','1'));;2;;
;A400;R402;012;1;;CD_ESPEC_1;4;;148;151;CODIGO DA ESPECIALIDADE PRINCIPAL DO COOPERADO;IIF(A400VETIPPRE()=='01',AESPEC[1][1],'0000');;2;;
;A400;R402;013;1;;CD_ESPEC_2;4;;152;155;CODIGO DE OUTRA ESPECIALIDADE DO COOPERADO;IIF(A400VETIPPRE()=='01',AESPEC[2][1],'0000');;2;;
;A400;R402;014;1;;CD_ESPEC_3;4;;156;159;CODIGO DE OUTRA ESPECIALIDADE DO COOPERADO;IIF(A400VETIPPRE()=='01',AESPEC[3][1],'0000');;2;;
