CT5_LANPAD~CT5_SEQUEN~CT5_DESC~CT5_STATUS~CT5_DC~CT5_DEBITO~CT5_CREDIT~CT5_MOEDAS~CT5_VLR01~CT5_VLR02~CT5_VLR03~CT5_VLR04~CT5_VLR05~CT5_HIST~CT5_HAGLUT~CT5_CCD~CT5_CCC~CT5_ORIGEM~CT5_INTERC~CT5_ITEMD~CT5_ITEMC~CT5_CLVLDB~CT5_CLVLCR~CT5_TPSALD~CT5_SBLOTE~CT5_MLTSLD~CT5_CTRLSD~CT5_EC05DB~CT5_EC05CR~CT5_EC06DB~CT5_EC06CR
9NX~5~C.CANC-BAIXA-CONTAS RECEBER PLS-CRE-MTJR ~1~2~~1231220140001~12222~U_PLCTB9NX('005')~~~~~U_PLCTBORH('9NX','005','H')~U_PLCTBORH('9NX','005','A')~~~U_PLCTBORH('9NX','005','O')~2~~~~~1~30~;1~2~~~~
9NX~6~D.CANC-BAIXA-CONTAS RECEBER PLS-DEB-DC   ~1~1~1231220150001~~12222~U_PLCTB9NX('006')~~~~~U_PLCTBORH('9NX','006','H')~U_PLCTBORH('9NX','006','A')~~~U_PLCTBORH('9NX','006','O')~2~~~~~1~30~;1~2~~~~
9N6~1~D.CANC-BAIXA-CONTAS RECEBER PLS-DEB-PAG  ~1~1~1231220910001~~12222~U_PLCTB9N6('001')~~~~~U_PLCTBORH('9N6','001','H')~U_PLCTBORH('9N6','001','A')~~~U_PLCTBORH('9N6','001','O')~2~~~~~1~31~;1~2~~~~
9N6~2~C.CANC-BAIXA-CONTAS RECEBER PLS-CRE-PAG  ~1~2~~1231220920001~12222~U_PLCTB9N6('002')~~~~~U_PLCTBORH('9N6','002','H')~U_PLCTBORH('9N6','002','A')~~~U_PLCTBORH('9N6','002','O')~2~~~~~1~31~;1~2~~~~
9N6~3~D.CANC-BAIXA-CONTAS RECEBER PLS-DEB-ISS  ~1~1~1231220930001~~12222~U_PLCTB9N6('003')~~~~~U_PLCTBORH('9N6','003','H')~U_PLCTBORH('9N6','003','A')~~~U_PLCTBORH('9N6','003','O')~2~~~~~1~31~;1~2~~~~
9N6~4~C.CANC-BAIXA-CONTAS RECEBER PLS-CRE-ISS  ~1~2~~1231220940001~12222~U_PLCTB9N6('004')~~~~~U_PLCTBORH('9N6','004','H')~U_PLCTBORH('9N6','004','A')~~~U_PLCTBORH('9N6','004','O')~2~~~~~1~31~;1~2~~~~
9N6~5~C.CANC-BAIXA-CONTAS RECEBER PLS-CRE-MTJR ~1~2~~1231220950001~12222~U_PLCTB9N6('005')~~~~~U_PLCTBORH('9N6','005','H')~U_PLCTBORH('9N6','005','A')~~~U_PLCTBORH('9N6','005','O')~2~~~~~1~31~;1~2~~~~
9N6~6~D.CANC-BAIXA-CONTAS RECEBER PLS-DEB-DC   ~1~1~1232190110001~~12222~U_PLCTB9N6('006')~~~~~U_PLCTBORH('9N6','006','H')~U_PLCTBORH('9N6','006','A')~~~U_PLCTBORH('9N6','006','O')~2~~~~~1~31~;1~2~~~~
9LC~1~D.APROPRIACAO REC LOTE AVISO.(B6S)       ~1~1~1232190120001~~12222~U_PLCTB9LC('001')~~~~~U_PLCTBORH('9LC','001','H')~U_PLCTBORH('9LC','001','A')~~~U_PLCTBORH('9LC','001','O')~2~~~~~1~10~;1~2~~~~
9LC~2~C.APROPRIACAO REC LOTE AVISO.(B6S)       ~1~2~~1232190190001~12222~U_PLCTB9LC('002')~~~~~U_PLCTBORH('9LC','002','H')~U_PLCTBORH('9LC','002','A')~~~U_PLCTBORH('9LC','002','O')~2~~~~~1~10~;1~2~~~~
9LD~1~D.APROPRIACAO REC LOTE AVISO COBRADO(B6S)~1~1~1232190120001~~12222~U_PLCTB9LD('001')~~~~~U_PLCTBORH('9LD','001','H')~U_PLCTBORH('9LD','001','A')~~~U_PLCTBORH('9LD','001','O')~2~~~~~1~10~;1~2~~~~
9LD~2~C.APROPRIACAO REC LOTE AVISO COBRADO(B6S)~1~2~~1232190190001~12222~U_PLCTB9LD('002')~~~~~U_PLCTBORH('9LD','002','H')~U_PLCTBORH('9LD','002','A')~~~U_PLCTBORH('9LD','002','O')~2~~~~~1~10~;1~2~~~~
