DE0_FILIAL,C,2,0;DE0_CODLAY,C,6,0;DE0_CODREG,C,6,0;DE0_STATUS,C,1,0;DE0_TAMREG,N,4,0;DE0_IDTREG,C,3,0;DE0_CODRCP,C,6,0;DE0_OCOREG,N,3,0;DE0_ALIAS,C,3,0;DE0_POSICI,C,1,0;DE0_POSORD,C,1,0;DE0_POSCHV,C,100,0;DE0_COND,C,254,0;DE0_VALID,C,254,0;DE0_NOMARQ,C,121,0;DE0_CTRTAM,C,1,0;DE0_CODQRY,C,6,0;DE0_CODRC2,C,6,0;DE0_CODRC3,C,6,0;DE0_CODRC4,C,6,0;DE0_CODRC5,C,6,0;DE0_CODRC6,C,6,0
;7;PAMS03;1;80;;;;BD6;1;1;XFILIAL('BD6')+BD5->BD5_CODOPE+BD5->BD5_CODLDP+BD5->BD5_CODPEG+BD5->BD5_NUMERO+BD5->BD5_ORIMOV;BD6->BD6_FILIAL==XFILIAL('BD6').AND.BD6->BD6_CODOPE==BD5->BD5_CODOPE.AND.BD6->BD6_CODLDP==BD5->BD5_CODLDP.AND.BD6->BD6_CODPEG==BD5->BD5_CODPEG.AND.BD6->BD6_NUMERO==BD5->BD5_NUMERO.AND.BD6->BD6_ORIMOV==BD5->BD5_ORIMOV;BD6->BD6_RCPS == MV_PAR03;;;;;;;;
;7;PAMS04;1;80;;PAMS05;;BE4;2;;;BE4->( !EOF() );;;;;;;;;
;7;PAMS05;1;80;;;;BD7;1;1;XFILIAL('BD7')+BE4->BE4_CODOPE+BE4->BE4_CODLDP+BE4->BE4_CODPEG+BE4->BE4_NUMERO+BE4->BE4_ORIMOV;BD7->BD7_FILIAL==XFILIAL('BD7').AND.BD7->BD7_CODOPE==BE4->BE4_CODOPE.AND.BD7->BD7_CODLDP==BE4->BE4_CODLDP.AND.BD7->BD7_CODPEG==BE4->BE4_CODPEG.AND.BD7->BD7_NUMERO==BE4->BE4_NUMERO.AND.BD7->BD7_ORIMOV==BE4->BE4_ORIMOV;U_Pams01(BE4->BE4_CODOPE,BE4->BE4_CODLDP,BE4->BE4_CODPEG,BE4->BE4_NUMERO,BE4->BE4_ORIMOV);;;;;;;;
;800000;POS700;1;107;;;;;2;;;SUBSTR(CLINTXT,1,4)=='0700';;;;;;;;;
;800003;POS700;1;127;;;;;2;;;SUBSTR(CLINTXT,1,4)=='0700';;;;;;;;;
;800000;POS701;1;136;;PSI701;;;2;;;SubStr(cLinTXT,1,4)=='0701';;;;;;;;;
;800003;POS701;1;140;;PSI701;;;2;;;SubStr(cLinTXT,1,4)=='0701';;;;;;;;;
;800000;POS704;2;107;;;;;2;;;;;;;;;;;;
;800003;POS704;2;107;;;;;2;;;;;;;;;;;;
;800000;POS705;1;122;;;;;2;;;SubStr(cLinTXT,1,4)=='0705';;;;;;;;;
;800003;POS705;1;122;;;;;2;;;SubStr(cLinTXT,1,4)=='0705';;;;;;;;;
;800000;POS707;2;107;;;;;2;;;;;;;;;;;;
;800003;POS707;2;107;;;;;2;;;;;;;;;;;;
;800000;POS710;1;62;;;;;2;;;PlsPosGet('CODTRANS')=='0700';;cNomArq+'.out';;;;;;;
;800003;POS710;1;66;;;;;2;;;PlsPosGet('CODTRANS')=='0700';;cNomArq+'.out';;;;;;;
;800000;POS711;1;82;;PSI711;;;2;;;PlsPosGet('CODTRANS')=='0701';;cNomArq+'.out';;;;;;;
;800003;POS711;1;86;;PSI711;;;2;;;PlsPosGet('CODTRANS')=='0701';;cNomArq+'.out';;;;;;;
;800000;POS714;2;107;;;;;2;;;;;;;;;;;;
;800003;POS714;2;107;;;;;2;;;;;;;;;;;;
;800000;POS715;1;50;;;;;2;;;PlsPosGet('CODTRANS')=='0705';;cNomArq+'.out';;;;;;;
;800003;POS715;1;50;;;;;2;;;PlsPosGet('CODTRANS')=='0705';;cNomArq+'.out';;;;;;;
;800000;POS717;2;107;;;;;2;;;;;;;;;;;;
;800003;POS717;2;107;;;;;2;;;;;;;;;;;;
;800000;POS720;2;107;;;;;2;;;;;;;;;;;;
;800003;POS720;1;107;;;;;2;;;SUBSTR(CLINTXT,1,4)=='0720';;;;;;;;;
;8;PROF01;1;1139;;;;PL1;2;;;PL1->( !EOF() );U_PROF01( PL1->R_E_C_N_O_ );;;;;;;;
;8;PROF02;1;1139;;;;PL2;2;;;PL2->( !EOF() );U_PROF10( PL2->R_E_C_N_O_ );;;;;;;;
;800000;PSI701;1;14;;;;;2;;;cRegOri=='POS701';;;;;;;;;
;800003;PSI701;1;14;;;;;2;;;cRegOri=='POS701';;;;;;;;;
;800000;PSI711;1;11;;;;;2;;;cRegOri=='POS711';;;;;;;;;
;800003;PSI711;1;11;;;;;2;;;cRegOri=='POS711';;;;;;;;;
;900050;QM600;1;288;;RD600;;;2;;;LITEM .AND. CREGORI=='13600' .And. lAnexo;;;;;;;;;
;900050;QM605;1;228;;RD600;;;2;;;LITEM .AND. CREGORI=='13605' .And. lAnexo;;;;;;;;;
;SIB;R00;1;88;0;;;R00;2;;;R00->(!Eof());;;;;;;;;
;SIB;R01;1;533;1;;;R01;2;;;R01->(!Eof());;;;;;;;;
;SIB;R02;1;541;2;;;R02;2;;;R02->(!Eof());;;;;;;;;
;SIB;R06;1;68;6;;;R06;2;;;R06->(!EoF());;;;;;;;;
;SIB;R07;1;68;7;;;R07;2;;;R07->(!Eof());;;;;;;;;
;SIB;R08;1;36;8;;;R08;2;;;R08->(!Eof());;;;;;;;;
;SIB;R09;1;78;9;;;R09;2;;;R09->(!Eof());;;;;;;;;
;1;R101;1;46;101;R102;;;2;0;;;;;;;;;;;
;A100;R101;1;46;101;R102;;;2;0;;;;;;;;;;;
;A100B;R101;1;46;101;R102;;;2;0;;;;;;;;;;;
;A100C;R101;1;46;101;R102;;;2;0;;;;;;;;;;;
;A100D;R101;1;46;101;R102;;;2;0;;;;;;;;;;;
;1;R102;1;288;102;R103;;BQC;1;1;XFILIAL('BQC')+CINTINI+CEMPINI;BQC->(!Eof()) .and. ( BQC->BQC_CODIGO==CINTINI+CEMPINI);BQC_CODINT+BQC_CODEMP==CINTINI+CEMPINI;;;;;;;;
;A100;R102;1;295;102;R103;;TMP;2;;;TMP->(!Eof());ValidaR102();;;;;;;;
;A100B;R102;1;319;102;R103;;TMP;2;;;TMP->(!Eof());ValidaR102();;;;;;;;
;A100C;R102;1;319;102;R103;;TMP;2;;;TMP->(!Eof());ValidaR102();;;;;;;;
;A100D;R102;1;319;102;R103;;TMP;2;;;TMP->(!Eof());ValidaR102();;;;;;;;
;1;R103;1;82;103;R104;;;2;;;;;;;;;;;;
;A100;R103;1;112;103;R104;;TMP;2;;;TMP->(!Eof()) .and. TMP->CodEmp==cEmpres;ValidaR103();;;;;;;;
;A100B;R103;1;116;103;R104;;TMP;2;;;TMP->(!Eof()) .and. TMP->CodEmp==cEmpres;ValidaR103();;;;;;;;
;A100C;R103;1;116;103;R104;;TMP;2;;;TMP->(!Eof()) .and. TMP->CodEmp==cEmpres;ValidaR103();;;;;;;;
;A100D;R103;1;116;103;R104;;TMP;2;;;TMP->(!Eof()) .and. TMP->CodEmp==cEmpres;ValidaR103();;;;;;;;
;1;R104;1;429;104;R105;;BA1;1;1;BQC->(XFILIAL('BA1') + BQC_CODIGO);XFILIAL('BA1') +BQC->(BQC_CODIGO) == BA1->(BA1_FILIAL+BA1_CODINT+BA1_CODEMP);Posicione('BA3',1,xFilial('BA3')+BA1->(BA1_CODINT+BA1_CODEMP+BA1_MATRIC+BA1_CONEMP+BA1_VERCON+BA1_SUBCON+BA1_VERSUB),'BA3_STAEDI')$'12 ';;;;R106;R107;;;
;A100;R104;1;444;104;R105;;TMP;2;;;Tmp->(!Eof()) .and. Tmp->CodEmp==cEmpres .and. Tmp->PlaUsu==cPlano;ValidaR104();;;;R107;R108;;;
;A100B;R104;1;528;104;R105;;TMP;2;;;Tmp->(!Eof()) .and. Tmp->CodEmp==cEmpres .and. Tmp->PlaUsu==cPlano;ValidaR104();;;;R107;R108;;;
;A100C;R104;1;528;104;R105;;TMP;2;;;Tmp->(!Eof()) .and. Tmp->CodEmp==cEmpres .and. Tmp->PlaUsu==cPlano;ValidaR104();;;;R107;R108;;;
;A100D;R104;1;530;104;R105;;TMP;2;;;Tmp->(!Eof()) .and. Tmp->CodEmp==cEmpres .and. Tmp->PlaUsu==cPlano;ValidaR104();;;;R107;R108;;;
;1;R105;1;22;105;;;TMP;1;1;'C';TMP->(!EOF());;;;;;;;;
;A100;R105;1;22;105;;;CaU;2;;;CaU->(!Eof());;;;;;;;;
;A100B;R105;1;22;105;;;CaU;2;;;CaU->(!Eof());;;;;;;;;
;A100C;R105;1;22;105;;;CaU;2;;;CaU->(!Eof());;;;;;;;;
;A100D;R105;1;22;105;;;CaU;2;;;CaU->(!Eof());;;;;;;;;
;1;R106;1;33;106;;;BF4;1;1;XFILIAL('BF4') +BA1->(BA1_CODINT+BA1_CODEMP + BA1_MATRIC);XFILIAL('BF4') +BA1->(BA1_CODINT+BA1_CODEMP + BA1_MATRIC)==BF4->(BF4_FILIAL+BF4_CODINT+BF4_CODEMP+BF4_MATRIC);.T.;;;;;;;;
;1;R107;1;137;107;;;;2;;;;;;;;;;;;
;A100;R107;1;137;107;;;;2;;;.T.;;;;;;;;;
;A100B;R107;1;152;107;;;;2;;;.T.;;;;;;;;;
;A100C;R107;1;152;107;;;;2;;;.T.;;;;;;;;;
;A100D;R107;1;152;107;;;;2;;;.T.;;;;;;;;;
;A100;R108;1;27;108;;;CCC;2;;;CCC->(!Eof());ValidaR108();;;;;;;;
;A100B;R108;1;23;108;;;CCC;2;;;CCC->(!Eof());ValidaR108();;;;;;;;
;A100C;R108;1;23;108;;;CCC;2;;;CCC->(!Eof());ValidaR108();;;;;;;;
;A100D;R108;1;23;108;;;CCC;2;;;CCC->(!Eof());ValidaR108();;;;;;;;
;1;R109;1;75;109;;;;2;;;;;;;;;;;;
;A100;R109;1;75;109;;;;2;;;;;;;;;;;;
;A100B;R109;1;82;109;;;;2;;;;;;;;;;;;
;A100C;R109;1;82;109;;;;2;;;;;;;;;;;;
;A100D;R109;1;82;109;;;;2;;;;;;;;;;;;
;A1100;R1101;1;33;101;R1102;;;2;0;;;;;;;;;;;
;A1100;R1102;1;108;102;R1103;;TMP;2;;;TMP->(!Eof());;;;;;;;;
;A1100;R1103;1;113;103;R1109;;TMP;2;;;TMP->(!Eof()) .and. TMP->CodEmp==cEmpres;;;;;;;;;
;A1100;R1109;1;21;109;;;;2;;;;;;;;;;;;
;A200;R201;1;48;201;R202;;;2;0;;;;;;;;;;;
;A200;R202;1;52;202;;;;2;;;;ValidaR202();;;;;;;;
;A200;R209;1;53;209;;;;2;;;;;;;;;;;;
;A300;R301;1;48;301;;;;2;;;;;;;;;;;;
;A300A;R301;1;48;301;;;;2;;;;;;;;;;;;
;A300B;R301;1;48;301;;;;2;;;;;;;;;;;;
;A300C;R301;1;48;301;;;;2;;;;;;;;;;;;
;A300D;R301;1;48;301;;;;2;;;;;;;;;;;;
;A300E;R301;1;48;301;;;;2;;;;;;;;;;;;
;A1300;R301;1;46;;;0;;2;;;;;;;;;;;;
;A1300A;R301;1;46;;;;;2;;;;;;;;;;;;
;A300;R302;1;289;302;R304;;TMP;2;;;TMP->(!Eof());ValidaR302();;;;;;;;
;A300A;R302;1;297;302;R304;;TMP;2;;;TMP->(!Eof());ValidaR302();;;;;;;;
;A300B;R302;1;296;302;R304;;TMP;2;;;TMP->(!Eof());ValidaR302();;;;;;;;
;A300C;R302;1;296;302;R304;;TMP;2;;;TMP->(!Eof());ValidaR302();;;;;;;;
;A300D;R302;1;296;302;R304;;TMP;2;;;TMP->(!Eof());ValidaR302();;;;;;;;
;A300E;R302;1;296;302;R304;;TMP;2;;;TMP->(!Eof());ValidaR302();;;;;;;;
;A1300;R302;1;323;;;0;;2;;;.F.;;;;;;;;;
;A1300A;R302;1;363;;R303;;R02;2;;;R02->(!Eof());;;;;;;;;
;A1300;R303;1;182;;R305;0;R03;2;;;R03->(!Eof());;;;;;;;;
;A1300A;R303;1;182;;R305;;R03;2;;R03->CHAVE;R02->CHAVE == SUBSTR(R03->CHAVE,1,len(R02->CHAVE))  .and. R03->(!EOF());;;;;;;;;
;A300;R304;1;330;304;R306;;TMP;2;;;TMP->(!Eof())  .and. Tmp->CodEmp==cEmpres;ValidaR302();;;;;;;;
;A300A;R304;1;405;304;R306;;TMP;2;;;TMP->(!Eof())  .and. Tmp->CodEmp==cEmpres;ValidaR302();;;;;;;;
;A300B;R304;1;420;304;R306;;TMP;2;;;TMP->(!Eof())  .and. Tmp->CodEmp==cEmpres;ValidaR302();;;;;;;;
;A300C;R304;1;420;304;R306;;TMP;2;;;TMP->(!Eof())  .and. Tmp->CodEmp==cEmpres;ValidaR302();;;;;;;;
;A300D;R304;1;420;304;R306;;TMP;2;;;TMP->(!Eof())  .and. Tmp->CodEmp==cEmpres;ValidaR302();;;;;;;;
;A300E;R304;1;420;304;R306;;TMP;2;;;TMP->(!Eof()) .and. Tmp->CodEmp==cEmpres;ValidaR302();;;;;;;;
;A1300;R305;1;223;;R306;0;R05;2;;SUBSTR(R03->CHAVE,1,13)+'305';SUBSTR(R03->CHAVE,1,13)==SUBSTR(R05->CHAVE,1,13) .and. SUBSTR(R05->CHAVE,14,3)=='305' .and. R05->(!EOF());;;;;;;;;
;A1300A;R305;1;223;;R306;;R05;2;;R03->CHAVE;R03->CHAVE == R05->CHAVE  .and. R05->(!EOF());;;;;;;;;
;A300;R306;1;137;306;;;;2;;;;;;;;;;;;
;A300A;R306;1;137;306;;;;2;;;;;;;;;;;;
;A300B;R306;1;137;306;;;;2;;;;;;;;;;;;
;A300C;R306;1;137;306;;;;2;;;;;;;;;;;;
;A300D;R306;1;137;306;;;;2;;;;;;;;;;;;
;A300E;R306;1;137;306;;;;2;;;;;;;;;;;;
;A1300;R306;1;81;;R307;0;R06;2;;SUBSTR(R03->CHAVE,1,13)+'306';SUBSTR(R03->CHAVE,1,13)==SUBSTR(R06->CHAVE,1,13) .and. SUBSTR(R06->CHAVE,14,3)=='306' .and. R06->(!EOF());;;;;R308;;;;
;A1300A;R306;1;81;;R307;;R06;2;;R03->CHAVE;R03->CHAVE == R06->CHAVE  .and. R06->(!EOF());;;;;R308;;;;
;A1300;R307;1;36;;;0;R07;2;;SUBSTR(R03->CHAVE,1,13)+'307'+SUBSTR(R06->CHAVE,17,22);SUBSTR(R03->CHAVE,1,13)==SUBSTR(R07->CHAVE,1,13) .and. SUBSTR(R07->CHAVE,14,3)=='307' .and. SUBSTR(R06->CHAVE,17,17)==SUBSTR(R07->CHAVE,17,17) .and. R07->(!EOF());;;;;;;;;
;A1300A;R307;1;36;;;;R07;2;;R03->CHAVE;R03->CHAVE == R07->CHAVE  .and.  R06->CHAVE == R07->CHAVE .and. R07->(!EOF());;;;;;;;;
;A1300;R308;1;204;;R309;0;R08;2;;SUBSTR(R03->CHAVE,1,13)+'308'+SUBSTR(R06->CHAVE,17,22);SUBSTR(R03->CHAVE,1,13)==SUBSTR(R08->CHAVE,1,13) .and. SUBSTR(R08->CHAVE,14,3)=='308' .and. SUBSTR(R06->CHAVE,17,17)==SUBSTR(R08->CHAVE,17,17) .and. R08->(!EOF());;;;;R310;;;;
;A1300A;R308;1;367;;R309;;R08;2;;R03->CHAVE;R03->CHAVE == R08->CHAVE  .and.  R06->CHAVE == R08->CHAVE .and. R08->(!EOF());;;;;R310;;;;
;A300;R309;1;60;309;;;;2;;;;;;;;;;;;
;A300A;R309;1;60;309;;;;2;;;;;;;;;;;;
;A300B;R309;1;60;309;;;;2;;;;;;;;;;;;
;A300C;R309;1;60;309;;;;2;;;;;;;;;;;;
;A300D;R309;1;60;309;;;;2;;;;;;;;;;;;
;A300E;R309;1;60;309;;;;2;;;;;;;;;;;;
;A1300;R309;1;20;;;0;R09;2;;SUBSTR(R03->CHAVE,1,13)+'309'+SUBSTR(R06->CHAVE,17,22);SUBSTR(R03->CHAVE,1,13)==SUBSTR(R09->CHAVE,1,13) .and. SUBSTR(R09->CHAVE,14,3)=='309' .and. SUBSTR(R06->CHAVE,17,17)==SUBSTR(R09->CHAVE,17,17) .and. R09->(!EOF());;;;;;;;;
;A1300A;R309;1;20;;;;R09;2;;R03->CHAVE;R03->CHAVE == R09->CHAVE  .and.  R06->CHAVE == R09->CHAVE .and. R09->(!EOF());;;;;;;;;
;A1300;R310;1;22;;;0;R10;2;;SUBSTR(R03->CHAVE,1,13)+'310'+SUBSTR(R06->CHAVE,17,22);SUBSTR(R03->CHAVE,1,13)==SUBSTR(R10->CHAVE,1,13) .and. SUBSTR(R10->CHAVE,14,3)=='310' .and. SUBSTR(R06->CHAVE,17,17)==SUBSTR(R10->CHAVE,17,17) .and. R10->(!EOF());;;;;;;;;
;A1300A;R310;1;22;;;;R10;2;;R03->CHAVE;R03->CHAVE == R10->CHAVE  .and.  R06->CHAVE == R10->CHAVE .and. R10->(!EOF());;;;;;;;;
;A1300;R318;1;137;;;0;;2;;;.T.;;;;;;;;;
;A1300A;R318;1;137;;;;;2;;;.T.;;;;;;;;;
;A1300;R319;1;74;;;0;;2;;;.T.;;;;;;;;;
;A1300A;R319;1;74;;;;;2;;;.T.;;;;;;;;;
;A400;R401;1;29;;R402;;;2;;;;;;;;;;;;
;A400A;R401;1;29;;R402;;;2;;;;;;;;;;;;
;A400B;R401;1;29;;R402;;;2;;;;;;;;;;;;
;A400C;R401;1;36;;R402;;;2;;;;;;;;;;;;
;A400D;R401;1;36;;R402;;;2;;;;;;;;;;;;
;A400E;R401;1;36;;R402;;;2;;;;;;;;;;;;
;A400F;R401;1;36;;;;;2;;;;;;2;;;;;;
;A400;R402;1;271;;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;;;R405;;;;
;A400A;R402;1;307;;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;;;R405;R407;;;
;A400B;R402;1;392;;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;;;R404;R405;;;
;A400C;R402;1;489;;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;;;R404;R405;;;
;A400D;R402;1;491;;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;;;R404;R405;;;
;A400E;R402;1;505;402;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;2;;R405;R406;;;
;A400F;R402;1;505;;R403;;TMP;2;;;TMP->(!Eof());A400Valid('402');;2;;;;;;
;A400;R403;1;248;;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;;;;;;;
;A400A;R403;1;313;;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;;;;;;;
;A400B;R403;1;419;;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;;;;;;;
;A400C;R403;1;425;;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;;;;;;;
;A400D;R403;1;425;;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;;;;;;;
;A400E;R403;1;428;403;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;2;;;;;;
;A400F;R403;1;428;;R404;;TMP;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. TMP->(!Eof());A400Valid('403');;2;;R405;R406;R407;R408;R410
;A400;R404;1;14;;;;R05;1;1;CLOCATE;R05->ATELOC==cLocAte .and. R05->(!Eof());A400Valid('404');;;;;;;;
;A400A;R404;1;14;;;;R05;1;1;CLOCATE;R05->ATELOC==cLocAte .and. R05->(!Eof());A400Valid('404');;;;;;;;
;A400B;R404;1;14;;;;R04;2;;;R04->CODPRE= TMP->CODIGO .AND. R04->ATELOC=TMP->CODLOC  .AND. R04->(!Eof());A400Valid('404');;;;;;;;
;A400C;R404;1;14;;;;R04;2;;;R04->CODPRE= TMP->CODIGO .AND. R04->ATELOC=TMP->CODLOC  .AND. R04->(!Eof());A400Valid('404');;;;;;;;
;A400D;R404;1;14;;;;R04;2;;;R04->CODPRE= TMP->CODIGO .AND. R04->ATELOC=TMP->CODLOC  .AND. R04->(!Eof());A400Valid('404');;;;;;;;
;A400E;R404;1;14;404;;;R04;2;;;R04->CODPRE= TMP->CODIGO .AND. R04->ATELOC=TMP->CODLOC  .AND. R04->(!Eof());A400Valid('404');;2;;;;;;
;A400F;R404;1;14;;;;R04;2;;;R04->CODPRE= TMP->CODIGO .AND. R04->ATELOC=TMP->CODLOC  .AND. R04->(!Eof());A400Valid('404');;2;;;;;;
;A400;R405;1;16;;;;R04;2;;;R04->(!Eof());A400Valid('405');;;;;;;;
;A400A;R405;1;56;;;;R04;2;;;R04->(!Eof());A400Valid('405');;;;;;;;
;A400B;R405;1;56;;R407;;R05;2;;;R05->(!Eof());A400Valid('405');;;;R408;;;;
;A400C;R405;1;56;;R407;;R05;2;;;R05->(!Eof());A400Valid('405');;;;R408;;;;
;A400D;R405;1;56;;R407;;R05;2;;;R05->(!Eof());A400Valid('405');;;;R408;;;;
;A400E;R405;1;56;;;;R05;2;;;R05->(!Eof());A400Valid('405');;;;R407;R408;;;
;A400F;R405;1;56;;;;R05;2;;;R05->(!Eof());A400Valid('405');;2;;;;;;
;A400E;R406;1;71;406;;;;2;;;;A400Valid('406');;2;;;;;;
;A400F;R406;1;73;;;;R06;2;;;R06->(!Eof());A400Valid('406');;2;;;;;;
;A400A;R407;1;18;;;;R07;2;;;R07->(!Eof());A400Valid('407');;;;;;;;
;A400B;R407;1;18;;;;R07;2;;;R07->(!Eof());A400Valid('407');;;;;;;;
;A400C;R407;1;18;;;;R07;2;;;R07->(!Eof());A400Valid('407');;;;;;;;
;A400D;R407;1;18;;;;R07;2;;;R07->(!Eof());A400Valid('407');;;;;;;;
;A400E;R407;1;18;;;;R07;2;;;R07->(!Eof());A400Valid('407');;;;;;;;
;A400F;R407;1;18;;;;R07;2;;;R07->(!Eof());A400Valid('407');;2;;;;;;
;A400B;R408;1;32;;;;R08;2;;;lGera408 .AND. R08->(!Eof());;;;;;;;;
;A400C;R408;1;33;;;;R08;2;;;lGera408 .AND. R08->(!Eof());;;;;;;;;
;A400D;R408;1;32;;;;R08;2;;;lGera408 .AND. R08->(!Eof());;;;;;;;;
;A400E;R408;1;32;;;;R08;2;;;lGera408 .AND. R08->(!Eof());;;;;;;;;
;A400F;R408;1;34;;;;R08;2;;;lGera408 .AND. R08->(!Eof());;;2;;;;;;
;A400;R409;1;39;;;;;2;;;;;;;;;;;;
;A400A;R409;1;39;;;;;2;;;;;;;;;;;;
;A400B;R409;1;53;;;;;2;;;;;;;;;;;;
;A400F;R410;1;999;;;;;2;;;TMP->CODIGO==cPresta .and. TMP->CODINT==cCodInt .and. lGera410;;;2;;;;;;
;A450;R451;1;29;;R452;;;2;;;;;;;;;;;;
;A450A;R451;1;29;;R452;;;2;;;;;;;;;;;;
;A450;R452;1;140;;;;TMP;2;;;TMP->(!Eof());;;;;;;;;
;A450A;R452;1;142;;;;TMP;2;;;TMP->(!Eof());;;;;;;;;
;A450;R459;1;18;;;;;2;;;;;;;;;;;;
;A450A;R459;1;18;;;;;2;;;;;;;;;;;;
;A400;R499;1;;;;;;2;;;;A499();;;;;;;;
;A400A;R499;1;;;;;;2;;;;A499();;;;;;;;
;A400B;R499;1;;;;;;2;;;;A499();;;;;;;;
;A400C;R499;1;60;;;;;2;;;;;;;;;;;;
;A400D;R499;1;60;;;;;2;;;;;;;;;;;;
;A400E;R499;1;60;;;;;2;;;;;;;;;;;;
;A400F;R499;1;67;;;;;2;;;;;;2;;;;;;
;A500;R501;1;116;;R502;;;2;;;;;;;;;;;;
;A500A;R501;1;116;;R502;;;2;;;;;;;;;;;;
;A500B;R501;1;116;;R502;;;2;;;;;;;;;;;;
;A500C;R501;1;116;;R502;;;2;;;;;;;;;;;;
;A500D;R501;1;116;;R502;;;2;;;;;;;;;;;;
;A500E;R501;1;158;;R502;;;2;;;;;;;;;;;;
;A500F;R501;1;158;;R502;;;2;;;;;;;;;;;;
;A500G;R501;1;158;;R502;;;2;;;;;;;;;;;;
;A500H;R501;1;200;;R502;;;2;;;;;;;;;;;;
;A500I;R501;1;240;;R502;;;2;;;;;;;;;;;;
;A500J;R501;1;240;;R502;;;2;;;;;;;;R507;;;;
;A500;R502;1;123;;R503;;R02;2;;;R02->(!EOF());;;;;R504;;;;
;A500A;R502;1;136;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500B;R502;1;136;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500C;R502;1;136;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500D;R502;1;136;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500E;R502;1;136;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500F;R502;1;446;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500G;R502;1;446;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500H;R502;1;486;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500I;R502;1;488;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500J;R502;1;488;;R503;;R02;2;;;R02->(!EOF());;;;;R504;R505;;;
;A500;R503;1;142;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(133);;;;;;;;
;A500A;R503;1;242;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500B;R503;1;242;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500C;R503;1;242;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500D;R503;1;374;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500E;R503;1;374;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
;A500F;R503;1;395;;;;R03;1;1;SUBSTR(R02->CHAVE,1,19)+'503';SUBSTR(R02->CHAVE,1,19)==SUBSTR(R03->CHAVE,1,19) .and. SUBSTR(R03->CHAVE,20,3)=='503' .and. R03->(!EOF());R03->R503<>Space(242);;;;;;;;
