FJN_COD;FJN_NOME;FJN_AGENCI;FJN_NOMAGE;FJN_END;FJN_MUN;FJN_PROV;FJN_POSTAL;FJN_BLOCK
299;COMAFI S.A.;4;WILDE;;;BA;1875;1
299;COMAFI S.A.;2;BERNAL;;;BA;1876;1
299;COMAFI S.A.;21;BERNAL OESTE;;;BA;1876;1
299;COMAFI S.A.;1;QUILMES;;;BA;1878;1
299;COMAFI S.A.;6;QUILMES OESTE;;;BA;1879;1
299;COMAFI S.A.;3;BERAZATEGUI;;;BA;1880;1
299;COMAFI S.A.;13;S.FCO.SOLANO;;;BA;1881;1
299;COMAFI S.A.;98;FCIO. VARELA;;;BA;1888;1
299;COMAFI S.A.;75;LA PLATA;CALLE 7 N 737;LA PLATA;BA;1900;1
299;COMAFI S.A.;119;SUR ROSARIO;SANTA FE 1270;ROSARIO;SF;2000;1
299;COMAFI S.A.;80;PERGAMINO;SAN NICOLAS 664;PERGAMINO;BA;2700;1
299;COMAFI S.A.;104;ZARATE;JUSTA LIMA DE ATUCHA 115;ZARATE;BA;2800;1
299;COMAFI S.A.;115;CAMPANA;AV. ING. ROCCA 41/49;CAMPANA;BA;2804;1
299;COMAFI S.A.;114;CORDOBA;25 DE MAYO 138;CORDOBA;CO;5000;1
299;COMAFI S.A.;108;SAN JUAN;;;SJ;5400;1
299;COMAFI S.A.;117;MENDOZA;AV ESPANA 1121;MENDOZA;ME;5500;1
299;COMAFI S.A.;72;CHIVILCOY;AVDA. SARMIENTO 149;CHIVILCOY;BA;6620;1
299;COMAFI S.A.;161;OLAVARRIA;VICENTE LOPEZ 2855;OLAVARRIA;BA;7400;1
300;BCO.DE INV.Y COM.EXTR.S.A. (BICE);;;;;;;2
301;BANCO PIANO S.A.;1;CASA CENTRAL;;;CF;1000;1
303;FINANSUR S.A.;1;CASA CENTRAL;;;CF;1000;1
303;FINANSUR S.A.;4;QUILMES;;;BA;1878;1
303;FINANSUR S.A.;8;LA PLATA;DIAG 74 NRO 1909;LA PLATA;BA;1900;1
303;FINANSUR S.A.;25;VILLA CONSTITUCION;;;BA;2919;1
304;CASEROS S.A.;;;;;;;2
305;BANCO JULIO S.A.;0;CORDOBA;;;CO;5000;1
306;BANCO PRIVADO DE INV. S.A.;1;ALEM;ALEM 986;CAPITAL FEDERAL;CF;1000;1
306;BANCO PRIVADO DE INV. S.A.;11;AV.ALVEAR;;;CF;1000;1
306;BANCO PRIVADO DE INV. S.A.;100;SUC CAPITAL;;;CF;1000;1
308;BANCO TRANSANDINO;20;SAN JUAN;;;SJ;5400;1
308;BANCO TRANSANDINO;1;MENDOZA;;;ME;5500;1
308;BANCO TRANSANDINO;10;CIUDAD DE MENDOZA;;;ME;5500;1
308;BANCO TRANSANDINO;2;GODOY CRUZ;;;ME;5501;1
308;BANCO TRANSANDINO;9;MENDOZA;;;ME;5501;1
308;BANCO TRANSANDINO;5;LUJAN DE CUYO;;;ME;5507;1
308;BANCO TRANSANDINO;8;MENDOZA;;;ME;5515;1
308;BANCO TRANSANDINO;3;MENDOZA;;;ME;5519;1
308;BANCO TRANSANDINO;57;SAN MARTIN ( MZA. );;;ME;5570;1
309;NVO.BANCO DE LA RIOJA S.A.;2;CORRIENTES 400 ESQ. RECONQUISTA;;;CF;1000;1
309;NVO.BANCO DE LA RIOJA S.A.;26;SANTIAGO DEL ESTERO;;;SE;4200;1
309;NVO.BANCO DE LA RIOJA S.A.;21;SALTA;;;SA;4400;1
309;NVO.BANCO DE LA RIOJA S.A.;31;CORDOBA;;;CO;5000;1
309;NVO.BANCO DE LA RIOJA S.A.;0;LA RIOJA;;;LR;5300;1
309;NVO.BANCO DE LA RIOJA S.A.;7;309;S. MARTIN ESQ. N. DAVILA;VILLA UNION;LR;5350;1
309;NVO.BANCO DE LA RIOJA S.A.;3;CHILECITO;;;LR;5360;1
309;NVO.BANCO DE LA RIOJA S.A.;5;LA RIOJA;;;LR;5380;1
309;NVO.BANCO DE LA RIOJA S.A.;6;CHEPES;;;SJ;5470;1
310;BANCO DEL SOL S.A.;;;;;;;2
311;NVO.BANCO DEL CHACO S.A.;19;SUC.BS.AS.;;;CF;1000;1
311;NVO.BANCO DEL CHACO S.A.;26;POSADAS;;;MI;3300;1
311;NVO.BANCO DEL CHACO S.A.;16;RESISTENCIA  25 MAYO  9 DE JU;;;CH;3500;1
311;NVO.BANCO DEL CHACO S.A.;17;SUCURSAL 9 DE JLUIO;;;CH;3500;1
311;NVO.BANCO DEL CHACO S.A.;30;RESISTENCIA  (CHACO);;;CH;3500;1
311;NVO.BANCO DEL CHACO S.A.;30;RESISTENCIA;GUEMES 102;RESISTENCIA;CH;3500;1
311;NVO.BANCO DEL CHACO S.A.;303;DEL CHACO;GUEMES 102;RESISTENCIA;CH;3500;1
311;NVO.BANCO DEL CHACO S.A.;15;BARRANQUERAS;;;CH;3503;1
311;NVO.BANCO DEL CHACO S.A.;5;GRAL. SAN MARTIN;;;CH;3509;1
311;NVO.BANCO DEL CHACO S.A.;12;LA LEONESA;;;CH;3518;1
311;NVO.BANCO DEL CHACO S.A.;14;QUITILIPI;;;CH;3530;1
311;NVO.BANCO DEL CHACO S.A.;24;SUC PAMPA DEL INDIO;AV DE MAYO 335;PAMPA DEL INDIO;CH;3531;1
311;NVO.BANCO DEL CHACO S.A.;21;MACHAGAY;;;CH;3534;1
311;NVO.BANCO DEL CHACO S.A.;3;VILLA ANGELA;;;CH;3540;1
311;NVO.BANCO DEL CHACO S.A.;9;SANTA SYLVINA;MITRE Y SARMIENTO;SANTA SYLVINA;CH;3541;1
311;NVO.BANCO DEL CHACO S.A.;2;VILLA BERTHET;;;CH;3545;1
311;NVO.BANCO DEL CHACO S.A.;1;PTE. ROQUE S. PENA;;;CH;3700;1
311;NVO.BANCO DEL CHACO S.A.;25;SAN BERNARDO;;;CH;3701;1
311;NVO.BANCO DEL CHACO S.A.;4;SUC TRES ISLETAS;MITRE Y PARAGUAY;TRES ISLETAS;CH;3703;1
311;NVO.BANCO DEL CHACO S.A.;18;JUAN J. CASTELLI;;;CH;3705;1
311;NVO.BANCO DEL CHACO S.A.;10;PAMPA DEL INFIERNO;;;CH;3708;1
311;NVO.BANCO DEL CHACO S.A.;22;TACO POZO;;;CH;3714;1
311;NVO.BANCO DEL CHACO S.A.;7;CAMPO LARGO;;;CH;3716;1
311;NVO.BANCO DEL CHACO S.A.;99;CAMPO LARGO;;;CH;3716;1
311;NVO.BANCO DEL CHACO S.A.;20;CORZUELA;;;CH;3718;1
311;NVO.BANCO DEL CHACO S.A.;8;LAS BRENAS;;;CH;3722;1
311;NVO.BANCO DEL CHACO S.A.;13;CHARATA;;;CH;3730;1
311;NVO.BANCO DEL CHACO S.A.;6;GENERAL PINEDO;;;CH;3732;1
311;NVO.BANCO DEL CHACO S.A.;23;HERMOSO CAMPO;;;CH;3733;1
312;MBA BCO.DE INVERSIONES S.A.;;;;;;;2
313;ARGENCOOP C. LTDO.;;;;;;;2
314;BANCO BISEL;21;SUCURSAL CAPITAL FEDERAL;;;CF;1086;1
314;BANCO BISEL;177;VILLA CELINA;;;BA;1771;1
314;BANCO BISEL;91;ROSARIO;;;SF;2000;1
314;BANCO BISEL;92;ROSARIO;;;SF;2000;1
314;BANCO BISEL;93;ROSARIO;;;SF;2000;1
314;BANCO BISEL;94;ROSARIO;;;SF;2000;1
314;BANCO BISEL;95;ROSARIO;;;SF;2000;1
314;BANCO BISEL;96;ROSARIO;;;SF;2000;1
314;BANCO BISEL;98;ROSARIO;;;SF;2000;1
314;BANCO BISEL;100;ROSARIO;;;SF;2000;1
314;BANCO BISEL;101;ROSARIO;;;SF;2000;1
314;BANCO BISEL;102;ROSARIO;;;SF;2000;1
314;BANCO BISEL;103;ROSARIO;;;SF;2000;1
314;BANCO BISEL;104;ROSARIO;;;SF;2000;1
314;BANCO BISEL;152;ROSARIO;;;SF;2000;1
314;BANCO BISEL;172;ROSARIO;;;SF;2000;1
314;BANCO BISEL;173;ROSARIO;;;SF;2000;1
314;BANCO BISEL;175;ROSARIO;;;SF;2000;1
314;BANCO BISEL;176;ROSARIO;;;SF;2000;1
314;BANCO BISEL;185;ROSARIO;;;SF;2000;1
314;BANCO BISEL;187;ROSARIO;;;SF;2000;1
314;BANCO BISEL;188;ROSARIO;;;SF;2000;1
314;BANCO BISEL;190;ROSARIO;;;SF;2000;1
314;BANCO BISEL;191;ROSARIO;;;SF;2000;1
314;BANCO BISEL;6;ALVAREZ;;;SF;2107;1
314;BANCO BISEL;2;ACEBAL;;;SF;2109;1
314;BANCO BISEL;78;ACEBAL;;;SF;2109;1
314;BANCO BISEL;116;STA TERESA;;;SF;2111;1
314;BANCO BISEL;81;PEYRANO;;;SF;2113;1
314;BANCO BISEL;65;MAXIMO PAZ;;;SF;2115;1
314;BANCO BISEL;4;ALCORTA;;;SF;2117;1
314;BANCO BISEL;36;CORONEL ARNOLD;;;SF;2123;1
314;BANCO BISEL;46;FUENTES;;;SF;2123;1
314;BANCO BISEL;85;SUC.PUJATO;;;SF;2123;1
314;BANCO BISEL;130;CNEL. ARNOLD;;;SF;2123;1
314;BANCO BISEL;11;ARROYO SECA;;;SF;2128;1
314;BANCO BISEL;47;FUNES;;;SF;2132;1
314;BANCO BISEL;80;ROLDAN;;;SF;2134;1
314;BANCO BISEL;90;ROLDAN;;;SF;2134;1
314;BANCO BISEL;110;SAN JERONIMO SUD;;;SF;2136;1
314;BANCO BISEL;26;CARCARA•A;;;SF;2138;1
314;BANCO BISEL;108;IBARLUCEA;;;SF;2142;1
314;BANCO BISEL;122;TOTORAS;;;SF;2144;1
314;BANCO BISEL;24;CAPITAN BERMUDEZ;;;SF;2154;1
314;BANCO BISEL;45;FRAY LUIS BELTRAN;;;SF;2156;1
314;BANCO BISEL;31;CASILDA;;;SF;2170;1
314;BANCO BISEL;114;SUCURSAL SANFORD;;;SF;2173;1
314;BANCO BISEL;32;CHABAS;;;SF;2173;1
314;BANCO BISEL;57;LOS MOLINOS;;;SF;2181;1
314;BANCO BISEL;8;AREQUITO;;;SF;2183;1
314;BANCO BISEL;106;SAN JOSE DE LA ESQUINA;;;SF;2185;1
314;BANCO BISEL;12;ARTEAGA;;;SF;2187;1
314;BANCO BISEL;40;CRUZ ALTA;;;SF;2189;1
314;BANCO BISEL;111;SAN LORENZO;;;SF;2200;1
314;BANCO BISEL;83;P.G.S. MARTIN;;;SF;2202;1
314;BANCO BISEL;120;TIMBUES;;;SF;2204;1
314;BANCO BISEL;75;OLIVEROS;;;SF;2206;1
314;BANCO BISEL;60;MACIEL;;;SF;2208;1
314;BANCO BISEL;118;SERODINO;;;SF;2216;1
314;BANCO BISEL;151;RAFAELA;;;SF;2300;1
314;BANCO BISEL;153;SAN FRANCISCO;;;SF;2400;1
314;BANCO BISEL;183;SAN FRANCISCO;;;SF;2400;1
314;BANCO BISEL;137;CLUCELLAS;;;SF;2407;1
314;BANCO BISEL;157;ZENON PEREYRA;;;SF;2409;1
314;BANCO BISEL;142;FREYRE;;;SF;2413;1
314;BANCO BISEL;150;PORTENA;;;SF;2415;1
314;BANCO BISEL;133;BRINKMANN;;;SF;2419;1
314;BANCO BISEL;148;MORTEROS;;;SF;2421;1
314;BANCO BISEL;139;COLONIA MARINA;;;SF;2424;1
314;BANCO BISEL;132;ARROYITO;;;SF;2434;1
314;BANCO BISEL;154;LAS PETACAS;;;SF;2451;1
314;BANCO BISEL;136;CARLOS PELLEGRINI;;;SF;2453;1
314;BANCO BISEL;134;CANADA ROSQUIN;;;SF;2454;1
314;BANCO BISEL;19;CANADA GOMEZ;;;SF;2500;1
314;BANCO BISEL;17;BUSTINZA;;;SF;2501;1
314;BANCO BISEL;126;V. ELOISA;;;SF;2503;1
314;BANCO BISEL;55;LAS PAREJAS;;;SF;2505;1
314;BANCO BISEL;37;CORREA;;;SF;2506;1
314;BANCO BISEL;9;ARMSTRONG;;;SF;2508;1
314;BANCO BISEL;314;ARMSTRONG;;;SF;2508;1
314;BANCO BISEL;121;TORTUGA;;;SF;2512;1
314;BANCO BISEL;56;LAS ROSAS;;;SF;2520;1
314;BANCO BISEL;69;MONTES DE OCA;;;SF;2521;1
314;BANCO BISEL;63;MARIA SUSANA;;;SF;2527;1
314;BANCO BISEL;145;LANDETA;;;SF;2531;1
314;BANCO BISEL;168;EL TREBOL;;;SF;2535;1
314;BANCO BISEL;58;LOS SURGENTES;;;SF;2581;1
314;BANCO BISEL;174;VENADO TUERTO;;;SF;2600;1
314;BANCO BISEL;44;FIRMAT;;;SF;2630;1
314;BANCO BISEL;128;WENCESLAO ESCALANTE;;;SF;2655;1
314;BANCO BISEL;68;MONTE MAIZ;;;SF;2659;1
314;BANCO BISEL;79;PERGAMINO;;;BA;2700;1
314;BANCO BISEL;43;EL SOCORRO;;;BA;2715;1
314;BANCO BISEL;35;COLON;;;BA;2720;1
314;BANCO BISEL;129;WHEELWRIGHT;;;SF;2722;1
314;BANCO BISEL;29;CARRERAS;;;SF;2729;1
314;BANCO BISEL;10;SUC. ARRECIFES;;;BA;2740;1
314;BANCO BISEL;107;SUC.SALTO;;;BA;2741;1
314;BANCO BISEL;25;CAPITAN SARMIENTO;;;BA;2752;1
314;BANCO BISEL;109;S.ANTONIO DE ARECO;;;BA;2760;1
314;BANCO BISEL;112;SAN NICOLAS;;;BA;2900;1
314;BANCO BISEL;113;SAN NICOLAS;;;BA;2900;1
314;BANCO BISEL;123;URANGA;;;BA;2901;1
314;BANCO BISEL;125;V. CONSTITUCION;;;BA;2919;1
314;BANCO BISEL;115;SANTA FE;;;SF;3000;1
314;BANCO BISEL;50;GODOY;;;SF;3000;1
314;BANCO BISEL;117;SANTO TOME;;;SF;3016;1
314;BANCO BISEL;141;ESPERANZA;;;SF;3080;1
314;BANCO BISEL;143;HUMBOLDT;;;SF;3081;1
314;BANCO BISEL;149;PILAR;;;SF;3085;1
314;BANCO BISEL;77;SUC.PARANA;;;ER;3100;1
314;BANCO BISEL;82;POSADAS;;;MI;3300;1
314;BANCO BISEL;84;P. RICO;;;MI;3334;1
314;BANCO BISEL;7;SUC.APOSTOLES;;;MI;3350;1
314;BANCO BISEL;73;OBERA;;;MI;3360;1
314;BANCO BISEL;42;EL DORADO;;;MI;3380;1
314;BANCO BISEL;88;RESISTENCIA  25 MAYO  9 DE JU;;;CH;3500;1
314;BANCO BISEL;87;RECONQUISTA;;;SF;3560;1
314;BANCO BISEL;587;RECONQUISTA;;;SF;3560;1
314;BANCO BISEL;38;CORDOBA;;;CO;5000;1
314;BANCO BISEL;159;CORDOBA;;;CO;5000;1
314;BANCO BISEL;181;CORDOBA;;;CO;5000;1
314;BANCO BISEL;182;CORDOBA;;;CO;5000;1
314;BANCO BISEL;184;CORDOBA;;;CO;5000;1
314;BANCO BISEL;18;CAMILO ALDAO;;;CO;5000;1
314;BANCO BISEL;180;SIERRA GRANDE;;;CO;5000;1
314;BANCO BISEL;160;DESPENADEROS;;;CO;5121;1
314;BANCO BISEL;156;VILLAS CARLOS PAZ;;;CO;5152;1
314;BANCO BISEL;144;LA FALDA;;;CO;5172;1
314;BANCO BISEL;158;ALTA GRACIA;;;CO;5186;1
314;BANCO BISEL;163;VILLA GRAL, BELGRANO;;;CO;5194;1
314;BANCO BISEL;170;JESUS MARIA;;;CO;5220;1
314;BANCO BISEL;66;MENDOZA;;;ME;5500;1
314;BANCO BISEL;51;GODOY CRUZ;;;ME;5501;1
314;BANCO BISEL;89;RIO CUARTO;;;CO;5800;1
314;BANCO BISEL;28;CARNERILLO;;;CO;5805;1
314;BANCO BISEL;48;GRAL.CABRERA;;;CO;5809;1
314;BANCO BISEL;169;VILLA DOLORES;;;CO;5870;1
314;BANCO BISEL;127;VILLA MARIA;;;CO;5900;1
314;BANCO BISEL;41;DALMACIO VELEZ;;;CO;5919;1
314;BANCO BISEL;49;GENERAL DEHEZA;;;CO;5923;1
314;BANCO BISEL;52;HERNANDO;;;CO;5929;1
314;BANCO BISEL;147;LAS VARILLAS;;;CO;5940;1
314;BANCO BISEL;146;LAS VARAS;;;CO;5941;1
314;BANCO BISEL;131;ALICIA;;;CO;5949;1
314;BANCO BISEL;161;RIO SEGUNDO;;;CO;5960;1
314;BANCO BISEL;74;OLIVA;;;CO;5980;1
314;BANCO BISEL;76;ONCATIVO;;;CO;5986;1
314;BANCO BISEL;277;JUNIN;;;BA;6000;1
314;BANCO BISEL;166;SUC.SALLIQUELO;;;LP;6339;1
314;BANCO BISEL;167;VILLA MAZA;;;LP;6343;1
314;BANCO BISEL;164;CARHUE;;;BA;6430;1
314;BANCO BISEL;72;9 DE JULIO;;;BA;6500;1
314;BANCO BISEL;15;BOLIVAR;;;BA;6550;1
314;BANCO BISEL;67;MERCEDES;;;BA;6600;1
314;BANCO BISEL;34;CHIVILCOY;;;BA;6620;1
314;BANCO BISEL;3;ALBERTI;;;BA;6634;1
314;BANCO BISEL;59;LUJAN;;;BA;6700;1
314;BANCO BISEL;105;SAN ANDRES DE GILES;;;BA;6720;1
314;BANCO BISEL;27;CARMEN DE ARECO;;;BA;6725;1
314;BANCO BISEL;33;CHACABUCO;;;BA;6740;1
314;BANCO BISEL;179;TRES ARROYOS;;;BA;7500;1
314;BANCO BISEL;62;AV. LURO Y CORDOBA (MAR DEL PLATA);;;BA;7600;1
314;BANCO BISEL;70;CALLE 64 N3075 (NECOCHEA - BS AS);;;BA;7630;1
314;BANCO BISEL;13;BAHIA BLANCA;;;BA;8000;1
315;BCO.DE FORMOSA S.A.;0;FORMOSA;AV 25 DE MAYO;FORMOSA;FO;1086;1
315;BCO.DE FORMOSA S.A.;0;FORMOSA;;;FO;3600;1
315;BCO.DE FORMOSA S.A.;3;EL COLORADO;;;FO;3603;1
315;BCO.DE FORMOSA S.A.;6;PIRANE;;;FO;3606;1
315;BCO.DE FORMOSA S.A.;1;CLORINDA;;;FO;3610;1
315;BCO.DE FORMOSA S.A.;5;LAGUNA BLANCA;;;FO;3613;1
315;BCO.DE FORMOSA S.A.;7;GRAL. BELGRANO;;;FO;3615;1
315;BCO.DE FORMOSA S.A.;4;CMTE FONTANA;;;FO;3620;1
315;BCO.DE FORMOSA S.A.;2;LAS LOMITAS;;;FO;3630;1
315;BCO.DE FORMOSA S.A.;8;INGENIERO JUAREZ;;;FO;3636;1
316;MISIONES;0;POSADAS;;;MI;3300;1
316;MISIONES;13;POSADAS;;;MI;3300;1
316;MISIONES;20;POSADAS;;;MI;3300;1
316;MISIONES;28;POSADAS;;;MI;3300;1
316;MISIONES;24;ITUZAINGO;;;MI;3302;1
316;MISIONES;7;L.N. ALEN;;;MI;3315;1
316;MISIONES;9;JARDIN AMERICA;;;MI;3328;1
316;MISIONES;5;APOSTOLES;;;MI;3350;1
316;MISIONES;15;CONP.LA SIERRA;;;MI;3355;1
316;MISIONES;1;OBERA;;;MI;3360;1
316;MISIONES;18;2 DE MAYO;;;MI;3362;1
316;MISIONES;17;25 DE MAYO;;;MI;3363;1
316;MISIONES;4;ARISTOBULO DEL VALLE;;;MI;3364;1
316;MISIONES;12;ARISTOBULO DEL VALLE;;;MI;3364;1
316;MISIONES;27;ARISTOBULO DEL VALLE;;;MI;3364;1
316;MISIONES;8;IGUAZU;;;MI;3370;1
316;MISIONES;26;IGUAZU;;;MI;3370;1
316;MISIONES;2;EL DORADO;;;MI;3380;1
316;MISIONES;6;J.V. GONZALES;;;SA;4448;1
317;BANCO DE RIO NEGRO;130;25 DE MAYO 552;;;CF;1000;1
317;BANCO DE RIO NEGRO;310;E. ECHEVERRIA 2810 - MUNRO - BS. AS.;;;BA;1605;1
317;BANCO DE RIO NEGRO;360;SUCURSAL SANTA ROSA;;;LP;6300;1
317;BANCO DE RIO NEGRO;350;BAHIA BLANCA;;;BA;8000;1
317;BANCO DE RIO NEGRO;90;RIO COLORADO;;;BA;8138;1
317;BANCO DE RIO NEGRO;150;JUAN BAUTISTA ALBERDI 53 (NEUQUEN);;;NE;8300;1
317;BANCO DE RIO NEGRO;70;CINCO SALTOS;;;NE;8303;1
317;BANCO DE RIO NEGRO;80;CATRIEL;;;NE;8307;1
317;BANCO DE RIO NEGRO;10;SUC. CIPOLLETTI;;;NE;8324;1
317;BANCO DE RIO NEGRO;200;ALLEN;;;NE;8328;1
317;BANCO DE RIO NEGRO;50;GENERAL ROCA;;;RN;8332;1
317;BANCO DE RIO NEGRO;40;VILLA REGINA;;;RN;8336;1
317;BANCO DE RIO NEGRO;190;CHOELE CHOEL;;;NE;8360;1
317;BANCO DE RIO NEGRO;420;P.MORENO Y G.ELORDI-S.MARTIN ANDES-NEUQU;;;NE;8370;1
317;BANCO DE RIO NEGRO;60;BARILOCHE;;;RN;8400;1
317;BANCO DE RIO NEGRO;410;VILLA LA ANGOSTURA;;;RN;8407;1
317;BANCO DE RIO NEGRO;160;EL BOLSON;;;RN;8430;1
317;BANCO DE RIO NEGRO;1;VIEDMA;;;SC ;8500;1
317;BANCO DE RIO NEGRO;33;SUC.VIEDMA;;;SC ;8500;1
317;BANCO DE RIO NEGRO;110;GENERAL CONESA;;;BA;8503;1
317;BANCO DE RIO NEGRO;30;SAN ANTONIO OESTE;;;BA;8520;1
317;BANCO DE RIO NEGRO;180;SIERRA GRANDE;;;BA;8532;1
317;BANCO DE RIO NEGRO;370;CMDRO RIVADAVIA;;;NE;9000;1
317;BANCO DE RIO NEGRO;390;CALETA OLIVIA;;;SC;9011;1
317;BANCO DE RIO NEGRO;340;SAN MARTIN 1323 (PUERTO DESEADO);;;SC;9050;1
317;BANCO DE RIO NEGRO;440;ESQUEL;;;CB;9200;1
317;BANCO DE RIO NEGRO;380;JULIO A. ROCA 1002 (RIO GALLEGOS);;;SC;9400;1
318;SALTA SA.;22;S.M.DE TUCUMAN;;;TU;4000;1
318;SALTA SA.;4;ROSARIO DE LA FRONTERA;;;TU;4190;1
318;SALTA SA.;104;R.DE LA FRONTERA;;;TU;4190;1
318;SALTA SA.;11;AVELLANEDA 111 (SANTIAGO DEL ESTERO);;;SE;4200;1
318;SALTA SA.;111;STGO.DEL ESTERO;;;SE;4200;1
318;SALTA SA.;0;SALTA;;;SA;4400;1
318;SALTA SA.;30;SALTA;;;SA;4400;1
318;SALTA SA.;100;ESPANA 550 (SALTA);;;SA;4400;1
318;SALTA SA.;130;CARLOS PELLEGRINI 502 (SALTA);;;SA;4400;1
318;SALTA SA.;15;CACHI;;;SA;4417;1
318;SALTA SA.;115;R.J. TAVELLA S/N (CACHI-SALTA);;;SA;4417;1
318;SALTA SA.;13;CAFAYATE;;;SA;4427;1
318;SALTA SA.;101;ALBERDI Y SAN MARTIN (GRAL GUEMES-SALTA);;;SA;4430;1
318;SALTA SA.;1;GRAL. GUEMES;;;SA;4430;1
318;SALTA SA.;107;METAN;;;SA;4440;1
318;SALTA SA.;7;METAN;;;SA;4440;1
318;SALTA SA.;106;J.V.GONZALEZ;;;SA;4448;1
318;SALTA SA.;6;J.V. GONZALES;;;SA;4448;1
318;SALTA SA.;24;LAS LAJITAS;;;SA;4449;1
318;SALTA SA.;124;LAS LAJITAS;;;SA;4449;1
318;SALTA SA.;103;ORAN;;;SA;4530;1
318;SALTA SA.;3;ORAN;;;SA;4530;1
318;SALTA SA.;17;COLONIA SANTA ROSA;;;SA;4531;1
318;SALTA SA.;2;EMBARCACION;;;SA;4550;1
318;SALTA SA.;102;24 DE SETIEMBRE Y ESPANA (EMBARCACION);;;SA;4550;1
318;SALTA SA.;5;TARTAGAL;;;SA;4560;1
318;SALTA SA.;105;TARTAGAL;;;SA;4560;1
318;SALTA SA.;108;BELGRANO Y GRAL. GUEMES - P.MAZZA -SALTA;;;SA;4568;1
318;SALTA SA.;8;POCITOS;;;SA;4568;1
318;SALTA SA.;31;SAN MARTIN 785 - S.S.DE JUJUY - JUJUY;;;JU;4600;1
318;SALTA SA.;32;MONTERRICO  PERICO;;;JU;4608;1
318;SALTA SA.;34;SAN FDO. VALLE CATAMARCA;;;CA;4700;1
318;SALTA SA.;134;CATAMARCA;;;CA;4700;1
318;SALTA SA.;23;CHILECITO;;;LR;5360;1
318;SALTA SA.;123;CHILECITO;;;LR;5360;1
319;BANCO CMF S.A.;0;M.GUEMES 555;;CAPITAL FEDERAL;CF;1106;1
320;SAN LUIS S.A.;0;SAN LUIS;;;SL;5700;1
320;SAN LUIS S.A.;99;SAN FRANCISCO;;;SL;5705;1
320;SAN LUIS S.A.;8;SAN FSCO,;;;SL;5705;1
320;SAN LUIS S.A.;3;QUINES;;;SL;5711;1
320;SAN LUIS S.A.;1;VILLA MERCEDES;;;SL;5730;1
320;SAN LUIS S.A.;5;JUSTO DARACT;;;SL;5738;1
320;SAN LUIS S.A.;4;LA TOMA;;;SL;5750;1
320;SAN LUIS S.A.;14;NASCHEL;;;SL;5759;1
320;SAN LUIS S.A.;7;CONCARAN;;;SL;5770;1
320;SAN LUIS S.A.;15;TILISARAO;;;SL;5773;1
320;SAN LUIS S.A.;2;SANTA ROSA;;;SL;5777;1
320;SAN LUIS S.A.;9;MERLO;;;CO;5881;1
320;SAN LUIS S.A.;6;NUEVA GALACIA;;;LP;6216;1
320;SAN LUIS S.A.;13;DELEGACION UNION;;;LP;6216;1
320;SAN LUIS S.A.;10;BNA ESPERANZA;;;LP;6277;1
320;SAN LUIS S.A.;11;ARIZONA;;;LP;6389;1
321;BANCO SGO.DEL ESTERO S.A.;340;VILLA ATAMISQUI;25 DE MAYO Y AV.SAN MARTIN;VILLA ATAMISQUI;SE;2000;1
321;BANCO SGO.DEL ESTERO S.A.;80;SELVA;;;SF;2354;1
321;BANCO SGO.DEL ESTERO S.A.;130;PINTO;;;SF;2356;1
321;BANCO SGO.DEL ESTERO S.A.;9;BANDERA;;;SF;3064;1
321;BANCO SGO.DEL ESTERO S.A.;90;BANDERA;;;SF;3064;1
321;BANCO SGO.DEL ESTERO S.A.;21;P.DE L.GUANACOS;;;CH;3712;1
321;BANCO SGO.DEL ESTERO S.A.;210;P.GUANACOS;;;CH;3712;1
321;BANCO SGO.DEL ESTERO S.A.;10;TACO POZO;;;CH;3714;1
321;BANCO SGO.DEL ESTERO S.A.;100;MONTE QUEMADO;;;CH;3714;1
321;BANCO SGO.DEL ESTERO S.A.;7;QUIMILI;;;CH;3740;1
321;BANCO SGO.DEL ESTERO S.A.;70;QUIMILI;;;CH;3740;1
321;BANCO SGO.DEL ESTERO S.A.;11;TINTINA;;;CH;3743;1
321;BANCO SGO.DEL ESTERO S.A.;110;TINTINA;;;CH;3743;1
321;BANCO SGO.DEL ESTERO S.A.;320;SUC.CAMPO GALLO;RIVADAVIA S/N;CAMPO GALLO;CH;3747;1
321;BANCO SGO.DEL ESTERO S.A.;2;ATUYA;;;CH;3760;1
321;BANCO SGO.DEL ESTERO S.A.;190;SARMIENTO S/N (LOS JURIES);;;CH;3773;1
321;BANCO SGO.DEL ESTERO S.A.;0;TUCUMAN;;;TU;4000;1
321;BANCO SGO.DEL ESTERO S.A.;270;TUCUMAN;9 DE JULIO 197;S.M. DE TUCUMAN;TU;4000;1
321;BANCO SGO.DEL ESTERO S.A.;15;ESPERANZA;;;TU;4197;1
321;BANCO SGO.DEL ESTERO S.A.;150;NVA.ESPERANZA;;;TU;4197;1
321;BANCO SGO.DEL ESTERO S.A.;1;SGO. ESTERO;;;SE;4200;1
321;BANCO SGO.DEL ESTERO S.A.;230;ABSALON ROJAS Y ALVEAR (SGO. DEL ESTERO);;;SE;4200;1
321;BANCO SGO.DEL ESTERO S.A.;999;OFIC, EXTERAN TRIBUNALES;;;SE;4200;1
321;BANCO SGO.DEL ESTERO S.A.;12;OJO DE AGUA;;;SE;4208;1
321;BANCO SGO.DEL ESTERO S.A.;18;CLODOMIRA;;;SE;4208;1
