FJN_COD;FJN_NOME;FJN_AGENCI;FJN_NOMAGE;FJN_END;FJN_MUN;FJN_PROV;FJN_POSTAL;FJN_BLOCK
1;CREDICOOP COOP.LTDO.;0;BUENOS AIRES;;;CF;1000;1
1;DEUTSCHE BANK A.G.;68;BUENOS AIRES;;;CF;1000;1
1;DEUTSCHE BANK A.G.;76;BUENOS AIRES;;;CF;1000;1
1;DEUTSCHE BANK A.G.;31;BUENOS AIRES;;;CF;1000;1
1;DEUTSCHE BANK A.G.;33;BUENOS AIRES;;;CF;1000;1
1;DEUTSCHE BANK A.G.;35;AGENCIA CENTRO;;;CF;1000;1
1;DEUTSCHE BANK A.G.;62;PUEYRREDON 539 - CAP. FED.;;;CF;1000;1
1;DEUTSCHE BANK A.G.;1;BUENOS AIRES;;;CF;1086;1
1;DEUTSCHE BANK A.G.;7;MUNRO;;;BA;1605;1
1;DEUTSCHE BANK A.G.;22;PILAR;;;BA;1629;1
1;DEUTSCHE BANK A.G.;18;VTE. LOPEZ;;;BA;1638;1
1;DEUTSCHE BANK A.G.;52;AGENCIA MARTINEZ;;;BA;1640;1
1;DEUTSCHE BANK A.G.;12;SAN ISIDRO;;;BA;1642;1
1;DEUTSCHE BANK A.G.;15;SAN ISIDRO;;;BA;1642;1
1;DEUTSCHE BANK A.G.;154;CENTRO;25 DE MAYO 193;SAN ISIDRO;BA;1642;1
1;DEUTSCHE BANK A.G.;55;SAN MARTIN;;;BA;1650;1
1;DEUTSCHE BANK A.G.;20;V. BALLESTEROS;;;BA;1653;1
1;DEUTSCHE BANK A.G.;44;J.L. SUAREZ;;;BA;1655;1
1;DEUTSCHE BANK A.G.;9;SAN MIGUEL;;;BA;1663;1
1;DEUTSCHE BANK A.G.;28;CASEROS;;;BA;1678;1
1;DEUTSCHE BANK A.G.;46;EL PALOMAR;;;BA;1684;1
1;DEUTSCHE BANK A.G.;48;AGENCIA MORON;;;BA;1708;1
1;DEUTSCHE BANK A.G.;50;SAN JUSTO;;;BA;1754;1
1;DEUTSCHE BANK A.G.;70;LANUS;;;BA;1824;1
1;DEUTSCHE BANK A.G.;71;AGENCIA LOMAS CENTER;;;BA;1832;1
1;DEUTSCHE BANK A.G.;75;AG.LOMAS DE ZAMORA;;;BA;1832;1
1;DEUTSCHE BANK A.G.;51;AGENCIA AVELLANEDA;;;BA;1870;1
1;DEUTSCHE BANK A.G.;798;AVELLANEDA;;;BA;1870;1
1;DEUTSCHE BANK A.G.;34;AGENCIA WILDE;;;BA;1875;1
1;DEUTSCHE BANK A.G.;45;BERNAL;;;BA;1876;1
1;DEUTSCHE BANK A.G.;42;AGENCIA QUILMES;;;BA;1878;1
1;DEUTSCHE BANK A.G.;54;S.A.DE ARECO;;;BA;2760;1
1;DEUTSCHE BANK A.G.;356;MENDOZA;;;ME;5500;1
3;EUROPEO AMER. LAT. S.A.;;;;;;;2
4;EUROPEO AMER. LAT. S.A.;177;LA RIOJA;;;LR;5300;1
5;ABN AMRO BANK N.V.;17;LIBERTADOR 2694;;;CF;1000;1
5;ABN AMRO BANK N.V.;0;CASA CENTRAL;;;CF;1000;1
5;ABN AMRO BANK N.V.;2;BUENOS AIRES;;;CF;1000;1
5;ABN AMRO BANK N.V.;3;BUENOS AIRES;;;CF;1000;1
5;ABN AMRO BANK N.V.;7;LEANDRO N. ALEM 910;;;CF;1000;1
5;ABN AMRO BANK N.V.;9;BUENOS AIRES;;;CF;1000;1
5;ABN AMRO BANK N.V.;16;BUENOS AIRES;;;CF;1000;1
5;ABN AMRO BANK N.V.;99;CASA CENTRAL FLORIDA 361;;;CF;1000;1
5;ABN AMRO BANK N.V.;90;5;;;CF;1107;1
5;ABN AMRO BANK N.V.;13;AGENCIA LA LUCILA;;;BA;1636;1
5;ABN AMRO BANK N.V.;15;AGENCIA RAMOS MEJIA;;;BA;1704;1
5;ABN AMRO BANK N.V.;20;NTA. SRA. DEL BUEN VIAJE 746 (MORON);;;BA;1708;1
5;ABN AMRO BANK N.V.;14;BOEDO 367 (LOMAS DE ZAMORA);;;BA;1832;1
5;ABN AMRO BANK N.V.;21;CORDOBA;;;CO;5000;1
6;SUDAMERIS;0;TTE. GRAL. J. D. PERON 500 - CAP. FED.;;;CF;1000;1
6;SUDAMERIS;2;BUENOS AIRES;;;CF;1000;1
6;SUDAMERIS;7;AGENCIA VILLA LURO;;;CF;1000;1
6;SUDAMERIS;12;PARQUE CENTENARIO;;;CF;1000;1
6;SUDAMERIS;13;AV. SAN JUAN 4300;;;CF;1000;1
6;SUDAMERIS;17;AGENCIA PALERMO;;;CF;1000;1
6;SUDAMERIS;18;AGENCIA BEIRO;;;CF;1000;1
6;SUDAMERIS;8;AV. VELEZ SARSFIELD 4195 - MUNRO;;;BA;1605;1
6;SUDAMERIS;31;ESCOBAR;;;BA;1625;1
6;SUDAMERIS;39;AV. SARRATEA 61 - PILAR - BUENOS AIRES;;;BA;1629;1
6;SUDAMERIS;28;MARTINEZ;;;BA;1640;1
6;SUDAMERIS;10;TIGRE;;;BA;1648;1
6;SUDAMERIS;32;SAN MARTIN;;;BA;1650;1
6;SUDAMERIS;4;VILLA BALLESTER;;;BA;1653;1
6;SUDAMERIS;20;AGENCIA HAEDO;;;BA;1706;1
6;SUDAMERIS;5;AGENCIA SAN JUSTO;;;BA;1754;1
6;SUDAMERIS;29;ACIA.LOMAS DE ZAMORA;;;BA;1832;1
6;SUDAMERIS;9;AGENCIA MONTEGRANDE;;;BA;1842;1
6;SUDAMERIS;15;AVELLANEDA;;;BA;1870;1
6;SUDAMERIS;34;QUILMES;;;BA;1879;1
6;SUDAMERIS;1;ROSARIO;;;SF;2000;1
6;SUDAMERIS;21;ROSARIO;;;SF;2000;1
6;SUDAMERIS;30;CAMPANA;;;BA;2804;1
6;SUDAMERIS;23;SAN NICOLAS;;;BA;2900;1
6;SUDAMERIS;26;CORDOBA;;;CO;5000;1
6;SUDAMERIS;35;CORDOBA;;;CO;5000;1
6;SUDAMERIS;36;CORDOBA-P.L.MONTI 2019;;;CO;5000;1
6;SUDAMERIS;27;MENDOZA;;;ME;5500;1
6;SUDAMERIS;33;BAHIA BLANCA;;;BA;8000;1
7;BANCO DE GALICIA;17;BS.AS;;;BA;1000;1
7;BANCO DE GALICIA;20;AV. DEL LIBERTADOR 2689 - CAP. FED.;;;CF;1000;1
7;BANCO DE GALICIA;78;SUC.MAR DEL PLATA;;;BA;1000;1
7;BANCO DE GALICIA;188;JUMBO PARQUE BROWN;;;CF;1000;1
7;BANCO DE GALICIA;308;AV. CAZON 1554 - TIGRE - BUENOS AIRES;;;BA;1000;1
7;BANCO DE GALICIA;322;SUC. 322;AV. L. M. CAMPOS 1319;CF;CF;1000;1
7;BANCO DE GALICIA;3;SUC.N*3 ABASTO;;;CF;1000;1
7;BANCO DE GALICIA;5;PARANA 450 - CAP. FED.;;;CF;1000;1
7;BANCO DE GALICIA;6;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;7;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;9;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;11;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;12;SUC.12-VILLA DEL PARQUE;;;CF;1000;1
7;BANCO DE GALICIA;14;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;15;CONSTITUYENTES;;;CF;1000;1
7;BANCO DE GALICIA;16;AV. MARTIN GARCIA 574 - CAP. FED.;;;CF;1000;1
7;BANCO DE GALICIA;22;AV. DE LOS INCAS 4763 - CAP. FED.;;;CF;1000;1
7;BANCO DE GALICIA;27;SUC.PEDRO GOYENA;;;CF;1000;1
7;BANCO DE GALICIA;28;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;29;PARQUE CENTENARIO;;;CF;1000;1
7;BANCO DE GALICIA;30;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;32;PALERMO SUD;;;CF;1000;1
7;BANCO DE GALICIA;33;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;35;VILLA DEVOTO;;;CF;1000;1
7;BANCO DE GALICIA;37;SUC.N* 37 -PASEO COLON;;;CF;1000;1
7;BANCO DE GALICIA;38;AV. DE MAYO - CAP. FED.;;;CF;1000;1
7;BANCO DE GALICIA;39;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;67;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;68;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;86;AV. PUEYRREDON 1875 (C.F.);;;CF;1000;1
7;BANCO DE GALICIA;88;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;99;AV. L.N. ALEM 1190 ESQUINA SAN MARTIN;;;CF;1000;1
7;BANCO DE GALICIA;126;AV. DEL BARCO CENTENERA 2933;;;CF;1000;1
7;BANCO DE GALICIA;128;BELGRANO SUD;;;CF;1000;1
7;BANCO DE GALICIA;135;SUC.CALLAO;;;CF;1000;1
7;BANCO DE GALICIA;145;AV. L.N. ALEM 649 - CAPITAL FEDERAL;;;CF;1000;1
7;BANCO DE GALICIA;154;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;158;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;169;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;175;DIAG. ROQUE SAENZ PENA 865;;;CF;1000;1
7;BANCO DE GALICIA;216;AV. JULIO A. ROCA 538 - CAP.FED.;;;CF;1000;1
7;BANCO DE GALICIA;234;FACULTAD DE CS.ECONOMICAS;;;CF;1000;1
7;BANCO DE GALICIA;236;BUENOS AIRES;;;CF;1000;1
7;BANCO DE GALICIA;303;MEDRANO;;;CF;1000;1
7;BANCO DE GALICIA;314;AV. SANTA FE 2807/11 - CAPITAL FEDERAL;;;CF;1000;1
7;BANCO DE GALICIA;320;AV. CORRIENTES 5376/80 - CAPITAL FEDERAL;;;CF;1000;1
7;BANCO DE GALICIA;327;CAPITAL FEDERAL;;;CF;1000;1
7;BANCO DE GALICIA;336;AV. SANTA FE 946 - CAPITAL FEDERAL;;;CF;1000;1
7;BANCO DE GALICIA;4;SANTIAGO DEL ESTERO 446;;;CF;1000;1
7;BANCO DE GALICIA;23;SUC.23;;;;1000;1
7;BANCO DE GALICIA;64;AV.CORDOBA;;;;1000;1
7;BANCO DE GALICIA;66;SUC. 88;;;;1000;1
7;BANCO DE GALICIA;157;SUC.N* 157;;;;1000;1
7;BANCO DE GALICIA;160;SUC.N180;;;;1000;1
7;BANCO DE GALICIA;182;PARERA;;;CF;1000;1
7;BANCO DE GALICIA;213;SUC. N* 213;;;;1000;1
7;BANCO DE GALICIA;226;7;;;;1000;1
7;BANCO DE GALICIA;339;FLORIDA II;;CAPITAL FEDERAL;CF;1005;1
7;BANCO DE GALICIA;18;CAPITAL FEDERAL;;;CF;1011;1
7;BANCO DE GALICIA;1;BUENOS AIRES;;;CF;1034;1
7;BANCO DE GALICIA;999;BUENOS AIRES;;;CF;1038;1
7;BANCO DE GALICIA;153;CAPITAL FEDERAL;AV. ENTRE RIOS 1145;CAPITAL FEDERAL;CF;1080;1
7;BANCO DE GALICIA;245;1;SUPERI 1801;CAPITAL FEDERAL;CF;1086;1
7;BANCO DE GALICIA;306;1;AV. CORDOBA 1428;CAPITAL FEDERAL;CF;1086;1
7;BANCO DE GALICIA;143;CATAMARCA;RIVADAVIA 354;CATAMARCA;CA;1086;1
7;BANCO DE GALICIA;24;1;VALENTIN GOMEZ 3499;CAPITAL FEDERAL;CF;1086;1
7;BANCO DE GALICIA;69;ALMAGRO SUD;AV.INDEPENDENCIA 3691/93;CABA;CF;1086;1
7;BANCO DE GALICIA;151;BUENOS AIRES;;;CF;1086;1
7;BANCO DE GALICIA;326;SUCURSAL TRIBUNALES;;;CF;1086;1
7;BANCO DE GALICIA;338;CAPITAL;;;CF;1086;1
7;BANCO DE GALICIA;340;BUENOS AIRES;;;CF;1086;1
7;BANCO DE GALICIA;133;GRAND BOURG;;;CF;1086;1
7;BANCO DE GALICIA;2;SUC.N* 2;;;CF;1233;1
7;BANCO DE GALICIA;25;BUENOS AIRES;;CAPITAL FEDERAL;CF;1414;1
7;BANCO DE GALICIA;136;CAPITAL FEDERAL;RIVADAVIA 5306;CAPITAL FEDERAL;CF;1424;1
7;BANCO DE GALICIA;8;BUENOS AIRES;;CAPITAL FEDERAL;CF;1425;1
7;BANCO DE GALICIA;127;BUENOS AIRES;;;CF;1425;1
7;BANCO DE GALICIA;26;SAN BENITO DE PALERMO;;CAPITAL FEDERAL;CF;1426;1
7;BANCO DE GALICIA;159;CHACARITA;;;CF;1427;1
7;BANCO DE GALICIA;130;BUENOS AIRES;;;CF;1428;1
7;BANCO DE GALICIA;19;NUNEZ;;CAPITAL FEDERAL;CF;1429;1
7;BANCO DE GALICIA;47;FLORIDA;;;BA;1602;1
7;BANCO DE GALICIA;56;SUCURSAL N* 58 -FLORIDA OESTE;;;BA;1602;1
7;BANCO DE GALICIA;95;MUNRO;;;BA;1605;1
7;BANCO DE GALICIA;10;VILLA DE MAYO;;;BA;1613;1
7;BANCO DE GALICIA;313;PACHECO;;;BA;1617;1
7;BANCO DE GALICIA;235;SUC. 235 - ESCOBAR;;;BA;1625;1
7;BANCO DE GALICIA;119;PILAR;;;BA;1629;1
7;BANCO DE GALICIA;217;AV. 9 Y DEL CANAL (PILAR);;;BA;1629;1
7;BANCO DE GALICIA;53;AV. DEL LIBERTADOR 2301 (OLIVOS);;;BA;1636;1
7;BANCO DE GALICIA;162;OLIVOS;;;BA;1636;1
7;BANCO DE GALICIA;55;VTE. LOPEZ;;;BA;1638;1
7;BANCO DE GALICIA;60;ARISTOBULO DEL VALLE;;;BA;1638;1
7;BANCO DE GALICIA;41;MARTINEZ;;;BA;1640;1
7;BANCO DE GALICIA;48;ACASSUSO;;;BA;1640;1
7;BANCO DE GALICIA;241;PARANA 3745 - MARTINEZ - BS. AS.;;;BA;1640;1
7;BANCO DE GALICIA;51;LOMAS DE MARTINEZ;;;BA;1640;1
7;BANCO DE GALICIA;165;BELGRANO 501 - SAN ISIDRO - BS. AS.;;;BA;1642;1
7;BANCO DE GALICIA;219;JUAN S. FERNANDEZ 55 (SAN ISIDRO);;;BA;1642;1
7;BANCO DE GALICIA;335;GOLF SAN ISIDRO;;;BA;1642;1
7;BANCO DE GALICIA;181;SAN FERNANDO;;;BA;1646;1
7;BANCO DE GALICIA;58;SAN MARTIN;;;BA;1650;1
7;BANCO DE GALICIA;92;1 DE MAYO 6074 - TROPEZON - PCIA. BS.AS.;;;BA;1650;1
7;BANCO DE GALICIA;49;DR. ALEU 3101 (SAN ANDRES - BS. AS.);;;BA;1651;1
7;BANCO DE GALICIA;140;VILLA BALLESTER;;;BA;1653;1
7;BANCO DE GALICIA;102;SAN MIGUEL;;;BA;1663;1
7;BANCO DE GALICIA;187;SAN MIGUEL;;;BA;1663;1
7;BANCO DE GALICIA;50;SUC.N* 50;;;BA;1674;1
7;BANCO DE GALICIA;104;CASEROS;;;BA;1678;1
7;BANCO DE GALICIA;250;HURLINGHAN;;;BA;1686;1
7;BANCO DE GALICIA;186;VILLA TESEI;;;BA;1688;1
7;BANCO DE GALICIA;57;JOSE INGENIEROS;;;BA;1702;1
7;BANCO DE GALICIA;332;RAMOS MEJIA;AV. MAYO 173;RAMOS MEJIA;BA;1704;1
7;BANCO DE GALICIA;62;SUC. N* 82;;;BA;1704;1
7;BANCO DE GALICIA;87;HAEDO;;;BA;1706;1
7;BANCO DE GALICIA;63;CASTELAR;;;BA;1712;1
7;BANCO DE GALICIA;96;ITUZAINGO;;;BA;1714;1
7;BANCO DE GALICIA;93;SAN FERNANDO;;;BA;1718;1
7;BANCO DE GALICIA;59;MERLO;;;BA;1722;1
7;BANCO DE GALICIA;139;SUC.MORENO;;;BA;1744;1
7;BANCO DE GALICIA;91;L.DEL MIRADOR;;;BA;1752;1
7;BANCO DE GALICIA;124;SAN JUSTO;;;BA;1754;1
7;BANCO DE GALICIA;185;SAN JUSTO;;;BA;1754;1
7;BANCO DE GALICIA;350;BS. AS.;PFSOR. MARIANO CASTEX 1277;EZEIZA BS. AS;BA;1804;1
7;BANCO DE GALICIA;42;FILIAL LANUS;;;BA;1824;1
7;BANCO DE GALICIA;45;GERLI;;;BA;1824;1
7;BANCO DE GALICIA;54;LANUS;;;BA;1824;1
7;BANCO DE GALICIA;94;LANUS;;;BA;1824;1
7;BANCO DE GALICIA;90;RDIOS. ESCALADA;;;BA;1826;1
7;BANCO DE GALICIA;61;BANFIELD;;;BA;1828;1
7;BANCO DE GALICIA;137;L. ZAMORA;;;BA;1832;1
7;BANCO DE GALICIA;189;7903632;;;BA;1832;1
7;BANCO DE GALICIA;44;TEMPERLEY;;;BA;1834;1
7;BANCO DE GALICIA;152;LUIS GUILLON;;;BA;1838;1
7;BANCO DE GALICIA;179;MONTE GRANDE;;;BA;1842;1
7;BANCO DE GALICIA;190;CAMINO DE LA TRADICION;;;BA;1842;1
7;BANCO DE GALICIA;180;ESTEBAN ADRIGUE 1060 (ADROGUE);;;BA;1846;1
7;BANCO DE GALICIA;304;HIPOLITO YRIGOYEN 13495/99 (ADROGUE);;;BA;1846;1
7;BANCO DE GALICIA;40;AVELLANEDA;;;BA;1870;1
7;BANCO DE GALICIA;46;SUC. N* 48;;;BA;1872;1
7;BANCO DE GALICIA;107;BERNAL;;;BA;1876;1
7;BANCO DE GALICIA;122;QUILMES (B.A.);;;BA;1879;1
7;BANCO DE GALICIA;161;QUILMES OESTE;;QUILMES OESTE;BA;1879;1
7;BANCO DE GALICIA;132;FLORENCIO VARELA;;;BA;1888;1
7;BANCO DE GALICIA;172;SUC.LA PLATA;;;BA;1900;1
7;BANCO DE GALICIA;221;LA PLATA NORTE;;;BA;1900;1
7;BANCO DE GALICIA;316;SUCURSAL 316;CALLE 13 665;LA PLATA;BA;1900;1
7;BANCO DE GALICIA;75;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;103;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;146;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;220;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;233;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;266;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;267;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;268;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;269;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;270;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;271;ROSARIO;;;SF;2000;1
7;BANCO DE GALICIA;108;CASILDA;;;SF;2170;1
7;BANCO DE GALICIA;359;SAN LORENZO;SAN MARTIN 1262;SAN LORENZO;SF;2200;1
7;BANCO DE GALICIA;264;GALVEZ;;;SF;2252;1
7;BANCO DE GALICIA;111;RAFAELA;;;SF;2300;1
7;BANCO DE GALICIA;259;SUNCHALES;;;SF;2322;1
7;BANCO DE GALICIA;109;SAN FRANCISCO;;;SF;2400;1
7;BANCO DE GALICIA;283;ARMSTRONG;;;SF;2508;1
7;BANCO DE GALICIA;278;BELL VILLE;;;SF;2550;1
7;BANCO DE GALICIA;279;J.POSSE;;;SF;2553;1
7;BANCO DE GALICIA;281;MARCOS JUAREZ;;;SF;2580;1
7;BANCO DE GALICIA;280;LEONES;;;SF;2594;1
7;BANCO DE GALICIA;34;VENADO TUERTO;;;SF;2600;1
7;BANCO DE GALICIA;284;CORRAL DE BUSTOS;;;SF;2645;1
7;BANCO DE GALICIA;101;PERGAMINO;;;BA;2700;1
7;BANCO DE GALICIA;98;ARRECIFES;;;BA;2740;1
7;BANCO DE GALICIA;118;CAMPANA;;;BA;2804;1
7;BANCO DE GALICIA;114;GUALEGUAYCHU;;;ER;2820;1
7;BANCO DE GALICIA;117;SAN NICOLAS;;;BA;2900;1
7;BANCO DE GALICIA;265;VILLA CONSTITICION;;;BA;2919;1
7;BANCO DE GALICIA;141;SAN PEDRO;;;BA;2930;1
7;BANCO DE GALICIA;79;SANTA  FE;;;SF;3000;1
7;BANCO DE GALICIA;263;SAN CARLOS CENTRO;;;SF;3013;1
7;BANCO DE GALICIA;260;SUC. N+ 280;;;SF;3080;1
7;BANCO DE GALICIA;80;SUC.PARANA;;;ER;3100;1
7;BANCO DE GALICIA;170;NOGOYA;;;ER;3150;1
7;BANCO DE GALICIA;113;CONCORDIA;;;ER;3200;1
7;BANCO DE GALICIA;150;CONCP. URUGUAY;;;ER;3260;1
7;BANCO DE GALICIA;70;POSADAS;;;MI;3300;1
7;BANCO DE GALICIA;168;EL DORADO;;;MI;3380;1
7;BANCO DE GALICIA;77;CORRIENTES;;;CR;3400;1
7;BANCO DE GALICIA;74;GOYA;;;CR;3450;1
7;BANCO DE GALICIA;71;RESISTENCIA  25 MAYO  9 DE JU;;;CH;3500;1
7;BANCO DE GALICIA;345;RECONQUISTA;HABEGGER 560;RECONQUISTA;SF;3560;1
7;BANCO DE GALICIA;72;FORMOSA;;;FO;3600;1
7;BANCO DE GALICIA;89;TUCUMAN;;;TU;4000;1
7;BANCO DE GALICIA;357;SAN MIGUEL DE TUCUMAN;MAIPU 761;S.M. DE TUCUMAN;TU;4000;1
7;BANCO DE GALICIA;121;SGO.DEL ESTERO;;;SE;4200;1
7;BANCO DE GALICIA;173;SALTA;;;SA;4400;1
7;BANCO DE GALICIA;116;SAN SALVADOR JUJUY;;;JU;4600;1
7;BANCO DE GALICIA;143;SAN FDO. VALLE CATAMARCA;;;CA;4700;1
7;BANCO DE GALICIA;76;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;138;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;148;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;196;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;197;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;285;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;286;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;287;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;288;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;289;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;290;CORDOBA;;;CO;5000;1
7;BANCO DE GALICIA;355;GIORDANENGO CESAR;TABOR. TORRE D 2245;CORDOBA;CO;5000;1
7;BANCO DE GALICIA;362;BCO. GALICIA;AV.COLON 4269;CORDOBA;CO;5000;1
7;BANCO DE GALICIA;199;CORDOBA;;;CO;5009;1
7;BANCO DE GALICIA;272;VILLA CARLOS PAZ;;;CO;5152;1
7;BANCO DE GALICIA;344;1923288;TUCUMAN 570;JESUS MARIA;CO;5220;1
7;BANCO DE GALICIA;177;LA RIOJA;;;LR;5300;1
7;BANCO DE GALICIA;112;SAN JUAN;;;SJ;5400;1
7;BANCO DE GALICIA;81;MENDOZA;;;ME;5500;1
7;BANCO DE GALICIA;246;MENDOZA;;;ME;5500;1
7;BANCO DE GALICIA;301;MENDOZA;;;ME;5500;1
7;BANCO DE GALICIA;193;GODOY CRUZ;;;ME;5501;1
7;BANCO DE GALICIA;194;MENDOZA;;;ME;5501;1
7;BANCO DE GALICIA;225;GODOY CRUZ;;;ME;5501;1
7;BANCO DE GALICIA;300;GODOY CRUZ;;;ME;5501;1
7;BANCO DE GALICIA;310;LUJAN DE CUYO;;;ME;5505;1
7;BANCO DE GALICIA;253;LUJAN DE CUYO;;;ME;5507;1
7;BANCO DE GALICIA;223;MAIPU;;;ME;5515;1
7;BANCO DE GALICIA;247;GUAYMALLEN;;;ME;5521;1
7;BANCO DE GALICIA;302;TUNUYAN;;;ME;5560;1
7;BANCO DE GALICIA;224;BARRIO SAN PEDRO;;;ME;5570;1
7;BANCO DE GALICIA;222;SAN RAFAEL;;;ME;5600;1
7;BANCO DE GALICIA;144;SUC.SAN LUIS;;;SL;5700;1
7;BANCO DE GALICIA;292;VA.MERCEDES;;;SL;5730;1
7;BANCO DE GALICIA;352;VILLA MERCEDES;LAVALLE 401 - 407;VILLA MERCEDES;SL;5732;1
7;BANCO DE GALICIA;176;RIO CUARTO;;;CO;5800;1
7;BANCO DE GALICIA;297;RIO CUARTO;;;CO;5800;1
7;BANCO DE GALICIA;299;RIO CUARTO;;;CO;5800;1
7;BANCO DE GALICIA;274;RIO TERCERO;;;CO;5850;1
7;BANCO DE GALICIA;115;VILLA MARIA;;;CO;5900;1
7;BANCO DE GALICIA;275;POZO DEL MOLLE;;;CO;5913;1
7;BANCO DE GALICIA;277;GRAL. DEHEZA;;;CO;5923;1
7;BANCO DE GALICIA;276;AV. SAN MARTIN 231(HERNANDO);;;CO;5929;1
7;BANCO DE GALICIA;237;LAGUNA LARGA;;;CO;5974;1
7;BANCO DE GALICIA;273;LAGUNA LARGA;;;CO;5974;1
7;BANCO DE GALICIA;97;JUNIN;;;BA;6000;1
7;BANCO DE GALICIA;307;LINCOLN;;;BA;6070;1
7;BANCO DE GALICIA;294;RUFINO;;;SF;6100;1
7;BANCO DE GALICIA;293;LABOULAYE;;;CO;6120;1
7;BANCO DE GALICIA;296;GRAL. VILLEGAS;;;LP;6230;1
7;BANCO DE GALICIA;295;HUINCA RENANCO;;;LP;6270;1
7;BANCO DE GALICIA;251;SANTA ROSA;;;LP;6300;1
7;BANCO DE GALICIA;123;GRAL.PICO;;;LP;6360;1
7;BANCO DE GALICIA;342;TRANQUEN LAUQUEN;VILLEGAS 434;TRENQUE LAUQUEN;BA;6400;1
7;BANCO DE GALICIA;155;PEHUAJO;;;BA;6450;1
7;BANCO DE GALICIA;341;PEHUAJO;AV. TTE. GRAL. MITRE 202;PEHUAJO;BA;6450;1
7;BANCO DE GALICIA;156;9 DE JULIO;;;BA;6500;1
7;BANCO DE GALICIA;149;SUC.BOLIVAR;;;BA;6550;1
7;BANCO DE GALICIA;52;MERCEDES;;;BA;6600;1
7;BANCO DE GALICIA;65;CHIVILCOY;;;BA;6620;1
7;BANCO DE GALICIA;85;BRAGADO;;;BA;6640;1
7;BANCO DE GALICIA;43;LUJAN;;;BA;6700;1
7;BANCO DE GALICIA;43;LUJAN;SAN MARTIN 435;LUJAN;BA;6700;1
7;BANCO DE GALICIA;100;CHACABUCO;;;BA;6740;1
7;BANCO DE GALICIA;105;TANDIL;;;BA;7000;1
7;BANCO DE GALICIA;120;AZUL;;;BA;7300;1
7;BANCO DE GALICIA;110;OLAVARRIA;;;BA;7400;1
7;BANCO DE GALICIA;106;TRES ARROYOS;;;BA;7500;1
7;BANCO DE GALICIA;83;MAR DEL PLATA;;;BA;7600;1
7;BANCO DE GALICIA;84;JUAN B. JUSTO;;;BA;7600;1
7;BANCO DE GALICIA;166;SUC. N* 188;;;BA;7600;1
7;BANCO DE GALICIA;171;NOCOCHEA;;;BA;7630;1
7;BANCO DE GALICIA;82;BAHIA BLANCA;;;BA;8000;1
7;BANCO DE GALICIA;129;NEUQUEN;;;NE;8300;1
7;BANCO DE GALICIA;21;S.PATRICIO D.CHANAR;;;NE;8305;1
7;BANCO DE GALICIA;349;CIPOLLETTI;ESPAÒA 240;CIPOLLETTI;NE;8324;1
7;BANCO DE GALICIA;254;GENERAL ROCA;;;RN;8332;1
7;BANCO DE GALICIA;31;BARILOCHE;;;RN;8400;1
7;BANCO DE GALICIA;178;SAN MARTIN 787 (COMODORO RIVADAVIA);;;SC;9000;1
7;BANCO DE GALICIA;258;TRELEW;;;CB;9100;1
7;BANCO DE GALICIA;256;PUERTO MADRYN;;;CB;9120;1
7;BANCO DE GALICIA;198;RIO GALLEGOS;;;SC;9400;1
