0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_ATOBRG;CT1_ACET05;CT1_NATCTA;CT1_ACATIV;CT1_05OBRG
1;  ;134510              ;intereses                                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1345                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;134515              ;comisiones                                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1345                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;134520              ;honorarios                                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1345                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;134525              ;servicios                                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1345                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;134530              ;arrendamientos                                                                                      ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1345                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;134535              ;cert por cobrar                                                                                     ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1345                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;134595              ;otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1345                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1350                ;retencion sobre contratos                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135005              ;de construccion                                                                                     ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1350                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135010              ;de prestacion de servicios                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1350                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135095              ;otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1350                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1355                ;anticipo de impuestos y contribuciones o saldos a favor                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135505              ;anticipo de impuestos de renta y complementarios                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135510              ;anticipo de impuestos de industria y comercio                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135515              ;retencion en la fuente                                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135517              ;Impuesto a las ventas y retenido                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135518              ;Impuesto de Industria y comercio y retenido                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135520              ;sobrantes en liquidacion privada de impuestos                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135525              ;contribuciones                                                                                      ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135530              ;impuestos descontables                                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;135595              ;otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1355                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1360                ;reclamaciones                                                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136005              ;a compauias aseguradoras                                                                            ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1360                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136010              ;a transportadores                                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1360                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136015              ;por tiquetes aereos                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1360                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136095              ;otras                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1360                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1365                ;cuentas por cobrar a trabajadores                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136505              ;vivienda                                                                                            ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1365                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136510              ;vehiculos                                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1365                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136515              ;educacion                                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1365                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136520              ;medicos, odontologicos y similares                                                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1365                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136525              ;calamidad domestica                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1365                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136530              ;responsabilidades                                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1365                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;136595              ;otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1365                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1370                ;prestamos a particulares                                                                            ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;137005              ;con garantia real                                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1370                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;137010              ;con garantia personal                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1370                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1380                ;deudores varios                                                                                     ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138005              ;depositarios                                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1380                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138010              ;Comisionistas de bolsas                                                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1380                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138015              ;fondo de inversion                                                                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1380                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138020              ;cuentas por cobrar de terceros                                                                      ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1380                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138025              ;pagos por cuenta de terceros                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1380                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138030              ;fondos de inversion social                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1380                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138095              ;otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1380                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1385                ;derechos de recompra de cartera negociada                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;138501              ;a 138598                                                                                            ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1385                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1390                ;deudas de dificil cobro                                                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;139001              ;a 139098                                                                                            ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;1390                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;1399                ;provisiones                                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;13                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
