0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_ATOBRG;CT1_ACET05;CT1_NATCTA;CT1_ACATIV;CT1_05OBRG
1;  ;416530              ;Actividades de servicios sociales                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4165                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;416595              ;Actividades conexas                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4165                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;4170                ;Otras actividades de servicios comunitarios, sociales y personales                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;41                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417005              ;Eliminacion de desperdicios y aguas residuales                                                      ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417010              ;Actividades de asociacion                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417015              ;Produccion y distribucion de filmes y videocintas                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417020              ;Exhibicion de filmes y videocintas                                                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417025              ;Actividad de radio y television                                                                     ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417030              ;Actividad teatral, musical y artistica                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417035              ;Grabacion y produccion de discos                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417040              ;Entretenimiento y esparcimiento                                                                     ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417045              ;Agencias de noticias                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417050              ;Lavanderias y similares                                                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417055              ;Peluquerias y similares                                                                             ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417060              ;Servicios funerarios                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417065              ;Zonas francas                                                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;417095              ;Actividades conexas                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4170                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;4175                ;Devoluciones en ventas (DB)                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;41                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;42                  ;No operacionales                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4                   ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;4205                ;Otras ventas                                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;42                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420505              ;Materia prima                                                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420510              ;Material de desecho                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420515              ;Materiales varios                                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420520              ;productos de diversificacion                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420525              ;excedentes de exportacion                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420530              ;envases y empaques                                                                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420535              ;productos agricolas                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420540              ;de propaganda                                                                                       ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420545              ;productos en remate                                                                                 ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;420550              ;combustibles y lubricantes                                                                          ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4205                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;4210                ;financieros                                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;42                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421005              ;intereses                                                                                           ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421010              ;reajuste monetario â¬ upac                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421015              ;descuentos amortizados                                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421020              ;diferencia en cambio                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421025              ;financiacion vehiculos                                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421030              ;financiacion sistemas de viajes                                                                     ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421035              ;aceptaciones bancarias                                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421040              ;descuentos comerciales condicionados                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421045              ;descuentos bancarios                                                                                ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421050              ;comisiones cheques de otras plazas                                                                  ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421055              ;multas y recargos                                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421060              ;sanciones cheques devueltos                                                                         ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421095              ;otros                                                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4210                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;4215                ;dividendos y participaciones                                                                        ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;42                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421505              ;de sociedades anonimas y/o asimiladas                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4215                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421510              ;de sociedades limitadas y/o asimiladas                                                              ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4215                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;4218                ;Ingresos metodos de participacion                                                                   ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;42                  ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421805              ;De sociedades Anonimas y/o asimiladas                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4218                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
1;  ;421810              ;De sociedades Anonimas y/o asimiladas                                                               ;                                                                                                    ;                                                                                                    ;                                                                                                    ;                                                                                                    ;1;1;          ;2;        ;        ; ;             0;         ; ; ; ; ; ; ; ; ;4218                ;   ; ; ; ;        ;        ;                    ;                    ;                    ;                    ;                    ;        ; ;            ;            ;            ; ; ; ;                    ; ; ;                    ;  ; ;      ; ;                    ; ; ; ;  ; ; 
