B2C_VAR~B2C_VALOR~B2C_CODSEQ~B2C_SEQB90~B2C_CMPB91
MOTIVO~~0001~0003~cBAU_CODIGO 
LOG~~0002~0003~cBAU_CODIGO 
VALIDA~~0003~0003~cBAU_CODIGO 
MOTIVO~~0004~0003~cBAU_CODOPE 
LOG~~0005~0003~cBAU_CODOPE 
VALIDA~~0006~0003~cBAU_CODOPE 
MOTIVO~~0007~0003~cBAU_CONREG 
LOG~~0008~0003~cBAU_CONREG 
VALIDA~.T.~0009~0003~cBAU_CONREG 
MOTIVO~~0010~0003~cBAU_CPFCGC 
LOG~~0011~0003~cBAU_CPFCGC 
VALIDA~.T.~0012~0003~cBAU_CPFCGC 
MOTIVO~~0013~0003~cBAU_EMAIL
LOG~~0014~0003~cBAU_EMAIL
VALIDA~~0015~0003~cBAU_EMAIL
MOTIVO~~0016~0003~cBAU_ESTCIV 
LOG~~0017~0003~cBAU_ESTCIV 
VALIDA~.T.~0018~0003~cBAU_ESTCIV 
MOTIVO~~0019~0003~cBAU_ESTCR
LOG~~0020~0003~cBAU_ESTCR
VALIDA~.T.~0021~0003~cBAU_ESTCR
MOTIVO~~0022~0003~cBAU_FILIAL 
LOG~~0023~0003~cBAU_FILIAL 
VALIDA~~0024~0003~cBAU_FILIAL 
MOTIVO~~0025~0003~cBAU_NOME 
LOG~~0026~0003~cBAU_NOME 
VALIDA~~0027~0003~cBAU_NOME 
MOTIVO~~0028~0003~cBAU_NREDUZ 
LOG~~0029~0003~cBAU_NREDUZ 
VALIDA~~0030~0003~cBAU_NREDUZ 
MOTIVO~~0031~0003~cBAU_SEXO 
LOG~~0032~0003~cBAU_SEXO 
VALIDA~~0033~0003~cBAU_SEXO 
MOTIVO~~0034~0003~cBAU_SIGLCR 
LOG~~0035~0003~cBAU_SIGLCR 
VALIDA~.T.~0036~0003~cBAU_SIGLCR 
MOTIVO~~0037~0003~cBAU_TEL
LOG~~0038~0003~cBAU_TEL
VALIDA~~0039~0003~cBAU_TEL
MOTIVO~~0040~0003~cBB8_BAIRRO 
LOG~~0041~0003~cBB8_BAIRRO 
VALIDA~.T.~0042~0003~cBB8_BAIRRO 
MOTIVO~~0043~0003~cBB8_CEP
LOG~~0044~0003~cBB8_CEP
VALIDA~.T.~0045~0003~cBB8_CEP
MOTIVO~~0046~0003~cBB8_CNES 
LOG~~0047~0003~cBB8_CNES 
